Time,U1_X,U1_Y,U2_X,U2_Y,e1_X,e1_Y,e2_X,e2_Y,e3_X,e3_Y,e4_X,e4_Y,m1_X,m1_Y,m2_X,m2_Y,m3_X,m3_Y,m4_X,m4_Y,m5_X,m5_Y,m6_X,m6_Y,m7_X,m7_Y,m8_X,m8_Y,m9_X,m9_Y,m10_X,m10_Y
0.153,411.2257982,456.3073594,460.7791772,319.6574838,141.4854359,273.5936993,484.5137867,78.71706899,479.4784665,241.5362139,72.32915141,210.2222105,396.9140329,479.8722281,18.14094451,424.9379464,339.993357,378.8461433,197.0731818,328.1355006,353.9740731,16.15180183,24.0685817,48.86211399,348.146529,158.9526158,17.88671195,220.1043159,383.0594937,398.142044,244.9066194,222.8775416
0.154,411.246745,456.3288357,460.8037173,319.6747402,141.4950816,273.591061,484.5236164,78.71523177,479.4815734,241.5267088,72.33778226,210.2171599,396.9134746,479.8713984,18.14185973,424.9375435,339.9933138,378.8451443,197.073657,328.1363805,353.9739047,16.15278756,24.06902703,48.86121863,348.1474804,158.9523081,17.88597631,220.1049933,383.05988,398.1429664,244.906013,222.8767464
0.155,411.2676917,456.3503121,460.8282574,319.6919966,141.5047273,273.5884227,484.5334462,78.71339456,479.4846803,241.5172037,72.34641312,210.2121093,396.9129164,479.8705687,18.14277496,424.9371405,339.9932707,378.8441452,197.0741322,328.1372604,353.9737364,16.15377328,24.06947237,48.86032327,348.1484319,158.9520004,17.88524067,220.1056707,383.0602663,398.1438888,244.9054067,222.8759512
0.156,411.2886384,456.3717884,460.8527975,319.7092529,141.5143729,273.5857844,484.543276,78.71155734,479.4877872,241.5076985,72.35504397,210.2070587,396.9123582,479.8697391,18.14369018,424.9367376,339.9932276,378.8431461,197.0746074,328.1381403,353.973568,16.15475901,24.0699177,48.8594279,348.1493834,158.9516927,17.88450504,220.1063481,383.0606526,398.1448111,244.9048003,222.875156
0.157,411.3095852,456.3932648,460.8773376,319.7265093,141.5240186,273.583146,484.5531058,78.70972013,479.4908942,241.4981934,72.36367482,210.2020082,396.9118,479.8689094,18.1446054,424.9363346,339.9931844,378.8421471,197.0750826,328.1390201,353.9733997,16.15574474,24.07036304,48.85853254,348.1503349,158.951385,17.8837694,220.1070255,383.0610389,398.1457335,244.9041939,222.8743609
0.158,411.3305319,456.4147411,460.9018777,319.7437657,141.5336643,273.5805077,484.5629356,78.70788291,479.4940011,241.4886883,72.37230568,210.1969576,396.9112417,479.8680797,18.14552063,424.9359317,339.9931413,378.841148,197.0755578,328.1399,353.9732313,16.15673046,24.07080837,48.85763717,348.1512864,158.9510773,17.88303376,220.1077028,383.0614253,398.1466558,244.9035876,222.8735657
0.159,411.3514787,456.4362175,460.9264178,319.7610221,141.54331,273.5778694,484.5727654,78.7060457,479.497108,241.4791832,72.38093653,210.191907,396.9106835,479.86725,18.14643585,424.9355288,339.9930981,378.8401489,197.076033,328.1407799,353.973063,16.15771619,24.07125371,48.85674181,348.1522379,158.9507696,17.88229813,220.1083802,383.0618116,398.1475782,244.9029812,222.8727705
0.16,411.3724254,456.4576939,460.9509579,319.7782785,141.5529557,273.5752311,484.5825951,78.70420849,479.5002149,241.4696781,72.38956738,210.1868564,396.9101253,479.8664203,18.14735108,424.9351258,339.993055,378.8391499,197.0765082,328.1416598,353.9728946,16.15870191,24.07169905,48.85584645,348.1531894,158.9504619,17.88156249,220.1090576,383.0621979,398.1485006,244.9023748,222.8719753
0.161,411.3933721,456.4791702,460.975498,319.7955349,141.5626014,273.5725928,484.5924249,78.70237127,479.5033219,241.460173,72.39819824,210.1818058,396.909567,479.8655906,18.1482663,424.9347229,339.9930119,378.8381508,197.0769834,328.1425396,353.9727263,16.15968764,24.07214438,48.85495108,348.1541408,158.9501543,17.88082685,220.109735,383.0625842,398.1494229,244.9017685,222.8711801
0.162,411.4143189,456.5006466,461.0000382,319.8127913,141.5722471,273.5699545,484.6022547,78.70053406,479.5064288,241.4506679,72.40682909,210.1767553,396.9090088,479.8647609,18.14918152,424.9343199,339.9929687,378.8371517,197.0774587,328.1434195,353.9725579,16.16067337,24.07258972,48.85405572,348.1550923,158.9498466,17.88009122,220.1104123,383.0629706,398.1503453,244.9011621,222.8703849
0.163,411.4352656,456.5221229,461.0245783,319.8300477,141.5818928,273.5673161,484.6120845,78.69869684,479.5095357,241.4411628,72.41545994,210.1717047,396.9084506,479.8639312,18.15009675,424.933917,339.9929256,378.8361527,197.0779339,328.1442994,353.9723895,16.16165909,24.07303505,48.85316036,348.1560438,158.9495389,17.87935558,220.1110897,383.0633569,398.1512677,244.9005557,222.8695897
0.164,411.4562124,456.5435993,461.0491184,319.847304,141.5915384,273.5646778,484.6219143,78.69685963,479.5126426,241.4316577,72.4240908,210.1666541,396.9078924,479.8631016,18.15101197,424.933514,339.9928825,378.8351536,197.0784091,328.1451793,353.9722212,16.16264482,24.07348039,48.85226499,348.1569953,158.9492312,17.87861994,220.1117671,383.0637432,398.15219,244.8999493,222.8687946
0.165,411.4771591,456.5650757,461.0736585,319.8645604,141.6011841,273.5620395,484.6317441,78.69502241,479.5157496,241.4221526,72.43272165,210.1616035,396.9073341,479.8622719,18.1519272,424.9331111,339.9928393,378.8341545,197.0788843,328.1460591,353.9720528,16.16363055,24.07392572,48.85136963,348.1579468,158.9489235,17.87788431,220.1124445,383.0641295,398.1531124,244.899343,222.8679994
0.166,411.4981059,456.586552,461.0981986,319.8818168,141.6108298,273.5594012,484.6415738,78.6931852,479.5188565,241.4126475,72.4413525,210.1565529,396.9067759,479.8614422,18.15284242,424.9327081,339.9927962,378.8331554,197.0793595,328.146939,353.9718845,16.16461627,24.07437106,48.85047427,348.1588983,158.9486158,17.87714867,220.1131218,383.0645158,398.1540348,244.8987366,222.8672042
0.167,411.5190526,456.6080284,461.1227387,319.8990732,141.6204755,273.5567629,484.6514036,78.69134798,479.5219634,241.4031424,72.44998336,210.1515023,396.9062177,479.8606125,18.15375765,424.9323052,339.9927531,378.8321564,197.0798347,328.1478189,353.9717161,16.165602,24.0748164,48.8495789,348.1598498,158.9483081,17.87641303,220.1137992,383.0649022,398.1549571,244.8981302,222.866409
0.168,411.5399993,456.6295047,461.1472788,319.9163296,141.6301212,273.5541246,484.6612334,78.68951077,479.5250703,241.3936373,72.45861421,210.1464518,396.9056594,479.8597828,18.15467287,424.9319023,339.9927099,378.8311573,197.0803099,328.1486988,353.9715478,16.16658772,24.07526173,48.84868354,348.1608013,158.9480004,17.8756774,220.1144766,383.0652885,398.1558795,244.8975239,222.8656138
0.169,411.5609461,456.6509811,461.1718189,319.933586,141.6397669,273.5514862,484.6710632,78.68767356,479.5281773,241.3841322,72.46724506,210.1414012,396.9051012,479.8589531,18.15558809,424.9314993,339.9926668,378.8301582,197.0807851,328.1495786,353.9713794,16.16757345,24.07570707,48.84778817,348.1617527,158.9476927,17.87494176,220.115154,383.0656748,398.1568018,244.8969175,222.8648186
0.17,411.5818928,456.6724575,461.196359,319.9508424,141.6494126,273.5488479,484.680893,78.68583634,479.5312842,241.3746271,72.47587592,210.1363506,396.904543,479.8581234,18.15650332,424.9310964,339.9926236,378.8291592,197.0812603,328.1504585,353.971211,16.16855918,24.0761524,48.84689281,348.1627042,158.947385,17.87420612,220.1158313,383.0660611,398.1577242,244.8963111,222.8640235
0.171,411.6028396,456.6939338,461.2208992,319.9680988,141.6590583,273.5462096,484.6907228,78.68399913,479.5343911,241.365122,72.48450677,210.1313,396.9039848,479.8572937,18.15741854,424.9306934,339.9925805,378.8281601,197.0817355,328.1513384,353.9710427,16.1695449,24.07659774,48.84599745,348.1636557,158.9470774,17.87347049,220.1165087,383.0664475,398.1586466,244.8957048,222.8632283
0.172,411.6237863,456.7154102,461.2454393,319.9853552,141.6687039,273.5435713,484.7005525,78.68216191,479.537498,241.3556169,72.49313762,210.1262494,396.9034265,479.8564641,18.15833377,424.9302905,339.9925374,378.827161,197.0822107,328.1522183,353.9708743,16.17053063,24.07704307,48.84510208,348.1646072,158.9467697,17.87273485,220.1171861,383.0668338,398.1595689,244.8950984,222.8624331
0.173,411.644733,456.7368865,461.2699794,320.0026115,141.6783496,273.540933,484.7103823,78.6803247,479.540605,241.3461118,72.50176848,210.1211989,396.9028683,479.8556344,18.15924899,424.9298875,339.9924942,378.826162,197.0826859,328.1530981,353.970706,16.17151636,24.07748841,48.84420672,348.1655587,158.946462,17.87199921,220.1178635,383.0672201,398.1604913,244.894492,222.8616379
0.174,411.6656798,456.7583629,461.2945195,320.0198679,141.6879953,273.5382947,484.7202121,78.67848748,479.5437119,241.3366067,72.51039933,210.1161483,396.9023101,479.8548047,18.16016421,424.9294846,339.9924511,378.8251629,197.0831611,328.153978,353.9705376,16.17250208,24.07793375,48.84331136,348.1665102,158.9461543,17.87126358,220.1185409,383.0676064,398.1614137,244.8938857,222.8608427
0.175,411.6866265,456.7798393,461.3190596,320.0371243,141.697641,273.5356563,484.7300419,78.67665027,479.5468188,241.3271016,72.51903018,210.1110977,396.9017519,479.853975,18.16107944,424.9290816,339.992408,378.8241638,197.0836363,328.1548579,353.9703693,16.17348781,24.07837908,48.84241599,348.1674617,158.9458466,17.87052794,220.1192182,383.0679927,398.162336,244.8932793,222.8600475
0.176,411.7075733,456.8013156,461.3435997,320.0543807,141.7072867,273.533018,484.7398717,78.67481306,479.5499257,241.3175965,72.52766104,210.1060471,396.9011936,479.8531453,18.16199466,424.9286787,339.9923648,378.8231648,197.0841115,328.1557378,353.9702009,16.17447353,24.07882442,48.84152063,348.1684131,158.9455389,17.8697923,220.1198956,383.0683791,398.1632584,244.8926729,222.8592523
0.177,411.72852,456.822792,461.3681398,320.0716371,141.7169324,273.5303797,484.7497015,78.67297584,479.5530327,241.3080913,72.53629189,210.1009965,396.9006354,479.8523156,18.16290989,424.9282757,339.9923217,378.8221657,197.0845867,328.1566176,353.9700325,16.17545926,24.07926975,48.84062526,348.1693646,158.9452312,17.86905667,220.120573,383.0687654,398.1641808,244.8920666,222.8584572
0.178,411.7494668,456.8442683,461.3926799,320.0888935,141.7265781,273.5277414,484.7595312,78.67113863,479.5561396,241.2985862,72.54492274,210.095946,396.9000772,479.8514859,18.16382511,424.9278728,339.9922786,378.8211666,197.085062,328.1574975,353.9698642,16.17644499,24.07971509,48.8397299,348.1703161,158.9449235,17.86832103,220.1212504,383.0691517,398.1651031,244.8914602,222.857662
0.179,411.7704135,456.8657447,461.4172201,320.1061499,141.7362238,273.5251031,484.769361,78.66930141,479.5592465,241.2890811,72.5535536,210.0908954,396.8995189,479.8506562,18.16474033,424.9274699,339.9922354,378.8201675,197.0855372,328.1583774,353.9696958,16.17743071,24.08016042,48.83883454,348.1712676,158.9446158,17.86758539,220.1219277,383.069538,398.1660255,244.8908538,222.8568668
0.18,411.7913602,456.8872211,461.4417602,320.1234063,141.7458694,273.5224648,484.7791908,78.6674642,479.5623534,241.279576,72.56218445,210.0858448,396.8989607,479.8498266,18.16565556,424.9270669,339.9921923,378.8191685,197.0860124,328.1592573,353.9695275,16.17841644,24.08060576,48.83793917,348.1722191,158.9443081,17.86684976,220.1226051,383.0699244,398.1669478,244.8902475,222.8560716
0.181,411.812307,456.9086974,461.4663003,320.1406626,141.7555151,273.5198264,484.7890206,78.66562698,479.5654604,241.2700709,72.5708153,210.0807942,396.8984025,479.8489969,18.16657078,424.926664,339.9921491,378.8181694,197.0864876,328.1601371,353.9693591,16.17940216,24.0810511,48.83704381,348.1731706,158.9440005,17.86611412,220.1232825,383.0703107,398.1678702,244.8896411,222.8552764
0.182,411.8332537,456.9301738,461.4908404,320.157919,141.7651608,273.5171881,484.7988504,78.66378977,479.5685673,241.2605658,72.57944616,210.0757436,396.8978443,479.8481672,18.16748601,424.926261,339.992106,378.8171703,197.0869628,328.161017,353.9691908,16.18038789,24.08149643,48.83614845,348.1741221,158.9436928,17.86537848,220.1239599,383.070697,398.1687926,244.8890347,222.8544812
0.183,411.8542005,456.9516501,461.5153805,320.1751754,141.7748065,273.5145498,484.8086802,78.66195255,479.5716742,241.2510607,72.58807701,210.070693,396.897286,479.8473375,18.16840123,424.9258581,339.9920629,378.8161713,197.087438,328.1618969,353.9690224,16.18137362,24.08194177,48.83525308,348.1750736,158.9433851,17.86464285,220.1246372,383.0710833,398.1697149,244.8884284,222.8536861
0.184,411.8751472,456.9731265,461.5399206,320.1924318,141.7844522,273.5119115,484.8185099,78.66011534,479.5747811,241.2415556,72.59670786,210.0656425,396.8967278,479.8465078,18.16931645,424.9254551,339.9920197,378.8151722,197.0879132,328.1627768,353.9688541,16.18235934,24.0823871,48.83435772,348.176025,158.9430774,17.86390721,220.1253146,383.0714696,398.1706373,244.887822,222.8528909
0.185,411.8960939,456.9946029,461.5644607,320.2096882,141.7940979,273.5092732,484.8283397,78.65827813,479.5778881,241.2320505,72.60533872,210.0605919,396.8961696,479.8456781,18.17023168,424.9250522,339.9919766,378.8141731,197.0883884,328.1636566,353.9686857,16.18334507,24.08283244,48.83346236,348.1769765,158.9427697,17.86317157,220.125992,383.071856,398.1715597,244.8872156,222.8520957
0.186,411.9170407,457.0160792,461.5890008,320.2269446,141.8037436,273.5066349,484.8381695,78.65644091,479.580995,241.2225454,72.61396957,210.0555413,396.8956113,479.8448484,18.1711469,424.9246492,339.9919335,378.8131741,197.0888636,328.1645365,353.9685173,16.1843308,24.08327777,48.83256699,348.177928,158.942462,17.86243594,220.1266694,383.0722423,398.172482,244.8866093,222.8513005
0.187,411.9379874,457.0375556,461.6135409,320.244201,141.8133893,273.5039965,484.8479993,78.6546037,479.5841019,241.2130403,72.62260042,210.0504907,396.8950531,479.8440187,18.17206213,424.9242463,339.9918903,378.812175,197.0893388,328.1654164,353.968349,16.18531652,24.08372311,48.83167163,348.1788795,158.9421543,17.8617003,220.1273467,383.0726286,398.1734044,244.8860029,222.8505053
0.188,411.9589342,457.0590319,461.6380811,320.2614574,141.8230349,273.5013582,484.8578291,78.65276648,479.5872088,241.2035352,72.63123128,210.0454401,396.8944949,479.8431891,18.17297735,424.9238433,339.9918472,378.8111759,197.089814,328.1662962,353.9681806,16.18630225,24.08416845,48.83077626,348.179831,158.9418466,17.86096466,220.1280241,383.0730149,398.1743268,244.8853965,222.8497101
0.189,411.9798809,457.0805083,461.6626212,320.2787138,141.8326806,273.4987199,484.8676589,78.65092927,479.5903158,241.1940301,72.63986213,210.0403896,396.8939367,479.8423594,18.17389257,424.9234404,339.991804,378.8101769,197.0902892,328.1671761,353.9680123,16.18728797,24.08461378,48.8298809,348.1807825,158.9415389,17.86022903,220.1287015,383.0734013,398.1752491,244.8847902,222.8489149
0.19,412.0008277,457.1019847,461.6871613,320.2959701,141.8423263,273.4960816,484.8774886,78.64909205,479.5934227,241.184525,72.64849298,210.035339,396.8933784,479.8415297,18.1748078,424.9230375,339.9917609,378.8091778,197.0907644,328.168056,353.9678439,16.1882737,24.08505912,48.82898554,348.181734,158.9412312,17.85949339,220.1293789,383.0737876,398.1761715,244.8841838,222.8481198
0.191,412.0217744,457.123461,461.7117014,320.3132265,141.851972,273.4934433,484.8873184,78.64725484,479.5965296,241.1750199,72.65712384,210.0302884,396.8928202,479.8407,18.17572302,424.9226345,339.9917178,378.8081787,197.0912396,328.1689359,353.9676756,16.18925943,24.08550445,48.82809017,348.1826855,158.9409236,17.85875775,220.1300562,383.0741739,398.1770939,244.8835774,222.8473246
0.192,412.0427211,457.1449374,461.7362415,320.3304829,141.8616177,273.490805,484.8971482,78.64541762,479.5996365,241.1655148,72.66575469,210.0252378,396.892262,479.8398703,18.17663825,424.9222316,339.9916746,378.8071796,197.0917148,328.1698157,353.9675072,16.19024515,24.08594979,48.82719481,348.1836369,158.9406159,17.85802212,220.1307336,383.0745602,398.1780162,244.8829711,222.8465294
0.193,412.0636679,457.1664137,461.7607816,320.3477393,141.8712634,273.4881667,484.906978,78.64358041,479.6027435,241.1560097,72.67438554,210.0201872,396.8917037,479.8390406,18.17755347,424.9218286,339.9916315,378.8061806,197.0921901,328.1706956,353.9673388,16.19123088,24.08639512,48.82629945,348.1845884,158.9403082,17.85728648,220.131411,383.0749465,398.1789386,244.8823647,222.8457342
0.194,412.0846146,457.1878901,461.7853217,320.3649957,141.8809091,273.4855283,484.9168078,78.6417432,479.6058504,241.1465046,72.6830164,210.0151367,396.8911455,479.8382109,18.1784687,424.9214257,339.9915884,378.8051815,197.0926653,328.1715755,353.9671705,16.1922166,24.08684046,48.82540408,348.1855399,158.9400005,17.85655084,220.1320884,383.0753329,398.1798609,244.8817583,222.844939
0.195,412.1055614,457.2093664,461.8098618,320.3822521,141.8905548,273.48289,484.9266376,78.63990598,479.6089573,241.1369995,72.69164725,210.0100861,396.8905873,479.8373812,18.17938392,424.9210227,339.9915452,378.8041824,197.0931405,328.1724554,353.9670021,16.19320233,24.0872858,48.82450872,348.1864914,158.9396928,17.85581521,220.1327658,383.0757192,398.1807833,244.881152,222.8441438
0.196,412.1265081,457.2308428,461.8344019,320.3995085,141.9002004,273.4802517,484.9364673,78.63806877,479.6120642,241.1274944,72.7002781,210.0050355,396.8900291,479.8365516,18.18029914,424.9206198,339.9915021,378.8031834,197.0936157,328.1733352,353.9668338,16.19418806,24.08773113,48.82361335,348.1874429,158.9393851,17.85507957,220.1334431,383.0761055,398.1817057,244.8805456,222.8433487
0.197,412.1474548,457.2523192,461.8589421,320.4167649,141.9098461,273.4776134,484.9462971,78.63623155,479.6151712,241.1179893,72.70890896,209.9999849,396.8894708,479.8357219,18.18121437,424.9202168,339.991459,378.8021843,197.0940909,328.1742151,353.9666654,16.19517378,24.08817647,48.82271799,348.1883944,158.9390774,17.85434393,220.1341205,383.0764918,398.182628,244.8799392,222.8425535
0.198,412.1684016,457.2737955,461.8834822,320.4340212,141.9194918,273.4749751,484.9561269,78.63439434,479.6182781,241.1084841,72.71753981,209.9949343,396.8889126,479.8348922,18.18212959,424.9198139,339.9914158,378.8011852,197.0945661,328.175095,353.9664971,16.19615951,24.0886218,48.82182263,348.1893459,158.9387697,17.8536083,220.1347979,383.0768782,398.1835504,244.8793329,222.8417583
0.199,412.1893483,457.2952719,461.9080223,320.4512776,141.9291375,273.4723368,484.9659567,78.63255712,479.621385,241.098979,72.72617066,209.9898837,396.8883544,479.8340625,18.18304482,424.9194109,339.9913727,378.8001862,197.0950413,328.1759749,353.9663287,16.19714524,24.08906714,48.82092726,348.1902973,158.938462,17.85287266,220.1354753,383.0772645,398.1844728,244.8787265,222.8409631
0.2,412.2102951,457.3167482,461.9325624,320.468534,141.9387832,273.4696984,484.9757865,78.63071991,479.6244919,241.0894739,72.73480152,209.9848332,396.8877961,479.8332328,18.18396004,424.919008,339.9913295,378.7991871,197.0955165,328.1768547,353.9661603,16.19813096,24.08951247,48.8200319,348.1912488,158.9381543,17.85213702,220.1361526,383.0776508,398.1853951,244.8781201,222.8401679
0.201,412.2312418,457.3382246,461.9571025,320.4857904,141.9484289,273.4670601,484.9856163,78.6288827,479.6275989,241.0799688,72.74343237,209.9797826,396.8872379,479.8324031,18.18487526,424.9186051,339.9912864,378.798188,197.0959917,328.1777346,353.965992,16.19911669,24.08995781,48.81913654,348.1922003,158.9378467,17.85140138,220.13683,383.0780371,398.1863175,244.8775137,222.8393727
0.202,412.2521886,457.359701,461.9816426,320.5030468,141.9580746,273.4644218,484.995446,78.62704548,479.6307058,241.0704637,72.75206322,209.974732,396.8866797,479.8315734,18.18579049,424.9182021,339.9912433,378.797189,197.0964669,328.1786145,353.9658236,16.20010241,24.09040315,48.81824117,348.1931518,158.937539,17.85066575,220.1375074,383.0784235,398.1872399,244.8769074,222.8385776
0.203,412.2731353,457.3811773,462.0061827,320.5203032,141.9677203,273.4617835,485.0052758,78.62520827,479.6338127,241.0609586,72.76069408,209.9696814,396.8861215,479.8307437,18.18670571,424.9177992,339.9912001,378.7961899,197.0969421,328.1794944,353.9656553,16.20108814,24.09084848,48.81734581,348.1941033,158.9372313,17.84993011,220.1381848,383.0788098,398.1881622,244.876301,222.8377824
0.204,412.294082,457.4026537,462.0307228,320.5375596,141.9773659,273.4591452,485.0151056,78.62337105,479.6369196,241.0514535,72.76932493,209.9646308,396.8855632,479.8299141,18.18762094,424.9173962,339.991157,378.7951908,197.0974173,328.1803742,353.9654869,16.20207387,24.09129382,48.81645045,348.1950548,158.9369236,17.84919447,220.1388621,383.0791961,398.1890846,244.8756946,222.8369872
0.205,412.3150288,457.42413,462.0552629,320.554816,141.9870116,273.4565069,485.0249354,78.62153384,479.6400266,241.0419484,72.77795578,209.9595803,396.885005,479.8290844,18.18853616,424.9169933,339.9911139,378.7941917,197.0978925,328.1812541,353.9653186,16.20305959,24.09173915,48.81555508,348.1960063,158.9366159,17.84845884,220.1395395,383.0795824,398.1900069,244.8750883,222.836192
0.206,412.3359755,457.4456064,462.0798031,320.5720724,141.9966573,273.4538685,485.0347652,78.61969662,479.6431335,241.0324433,72.78658664,209.9545297,396.8844468,479.8282547,18.18945138,424.9165903,339.9910707,378.7931927,197.0983677,328.182134,353.9651502,16.20404532,24.09218449,48.81465972,348.1969578,158.9363082,17.8477232,220.1402169,383.0799687,398.1909293,244.8744819,222.8353968
0.207,412.3569223,457.4670828,462.1043432,320.5893287,142.006303,273.4512302,485.044595,78.61785941,479.6462404,241.0229382,72.79521749,209.9494791,396.8838886,479.827425,18.19036661,424.9161874,339.9910276,378.7921936,197.0988429,328.1830139,353.9649819,16.20503105,24.09262982,48.81376435,348.1979092,158.9360005,17.84698756,220.1408943,383.0803551,398.1918517,244.8738755,222.8346016
0.208,412.377869,457.4885591,462.1288833,320.6065851,142.0159487,273.4485919,485.0544247,78.61602219,479.6493473,241.0134331,72.80384834,209.9444285,396.8833303,479.8265953,18.19128183,424.9157844,339.9909845,378.7911945,197.0993181,328.1838937,353.9648135,16.20601677,24.09307516,48.81286899,348.1988607,158.9356928,17.84625193,220.1415716,383.0807414,398.192774,244.8732692,222.8338064
0.209,412.3988157,457.5100355,462.1534234,320.6238415,142.0255944,273.4459536,485.0642545,78.61418498,479.6524543,241.003928,72.8124792,209.9393779,396.8827721,479.8257656,18.19219706,424.9153815,339.9909413,378.7901955,197.0997934,328.1847736,353.9646451,16.2070025,24.0935205,48.81197363,348.1998122,158.9353851,17.84551629,220.142249,383.0811277,398.1936964,244.8726628,222.8330113
0.21,412.4197625,457.5315118,462.1779635,320.6410979,142.0352401,273.4433153,485.0740843,78.61234777,479.6555612,240.9944229,72.82111005,209.9343274,396.8822139,479.8249359,18.19311228,424.9149785,339.9908982,378.7891964,197.1002686,328.1856535,353.9644768,16.20798822,24.09396583,48.81107826,348.2007637,158.9350775,17.84478065,220.1429264,383.081514,398.1946188,244.8720564,222.8322161
0.211,412.4407092,457.5529882,462.2025036,320.6583543,142.0448858,273.440677,485.0839141,78.61051055,479.6586681,240.9849178,72.8297409,209.9292768,396.8816556,479.8241062,18.1940275,424.9145756,339.990855,378.7881973,197.1007438,328.1865334,353.9643084,16.20897395,24.09441117,48.8101829,348.2017152,158.9347698,17.84404502,220.1436038,383.0819004,398.1955411,244.8714501,222.8314209
0.212,412.461656,457.5744646,462.2270437,320.6756107,142.0545314,273.4380386,485.0937439,78.60867334,479.661775,240.9754127,72.83837176,209.9242262,396.8810974,479.8232766,18.19494273,424.9141727,339.9908119,378.7871983,197.101219,328.1874132,353.9641401,16.20995968,24.0948565,48.80928754,348.2026667,158.9344621,17.84330938,220.1442811,383.0822867,398.1964635,244.8708437,222.8306257
0.213,412.4826027,457.5959409,462.2515838,320.6928671,142.0641771,273.4354003,485.1035737,78.60683612,479.664882,240.9659076,72.84700261,209.9191756,396.8805392,479.8224469,18.19585795,424.9137697,339.9907688,378.7861992,197.1016942,328.1882931,353.9639717,16.2109454,24.09530184,48.80839217,348.2036182,158.9341544,17.84257374,220.1449585,383.082673,398.1973859,244.8702373,222.8298305
0.214,412.5035495,457.6174173,462.276124,320.7101235,142.0738228,273.432762,485.1134034,78.60499891,479.6679889,240.9564025,72.85563346,209.914125,396.879981,479.8216172,18.19677318,424.9133668,339.9907256,378.7852001,197.1021694,328.189173,353.9638034,16.21193113,24.09574717,48.80749681,348.2045696,158.9338467,17.84183811,220.1456359,383.0830593,398.1983082,244.869631,222.8290353
0.215,412.5244962,457.6388936,462.3006641,320.7273798,142.0834685,273.4301237,485.1232332,78.60316169,479.6710958,240.9468974,72.86426432,209.9090744,396.8794227,479.8207875,18.1976884,424.9129638,339.9906825,378.7842011,197.1026446,328.1900529,353.963635,16.21291685,24.09619251,48.80660144,348.2055211,158.933539,17.84110247,220.1463133,383.0834456,398.1992306,244.8690246,222.8282402
0.216,412.5454429,457.66037,462.3252042,320.7446362,142.0931142,273.4274854,485.133063,78.60132448,479.6742027,240.9373923,72.87289517,209.9040239,396.8788645,479.8199578,18.19860362,424.9125609,339.9906394,378.783202,197.1031198,328.1909327,353.9634666,16.21390258,24.09663785,48.80570608,348.2064726,158.9332313,17.84036683,220.1469907,383.083832,398.2001529,244.8684182,222.827445
0.217,412.5663897,457.6818464,462.3497443,320.7618926,142.1027599,273.4248471,485.1428928,78.59948727,479.6773097,240.9278872,72.88152602,209.8989733,396.8783063,479.8191281,18.19951885,424.9121579,339.9905962,378.7822029,197.103595,328.1918126,353.9632983,16.21488831,24.09708318,48.80481072,348.2074241,158.9329236,17.8396312,220.147668,383.0842183,398.2010753,244.8678119,222.8266498
0.218,412.5873364,457.7033227,462.3742844,320.779149,142.1124056,273.4222087,485.1527226,78.59765005,479.6804166,240.9183821,72.89015688,209.8939227,396.877748,479.8182984,18.20043407,424.911755,339.9905531,378.7812038,197.1040702,328.1926925,353.9631299,16.21587403,24.09752852,48.80391535,348.2083756,158.9326159,17.83889556,220.1483454,383.0846046,398.2019977,244.8672055,222.8258546
0.219,412.6082832,457.7247991,462.3988245,320.7964054,142.1220513,273.4195704,485.1625524,78.59581284,479.6835235,240.9088769,72.89878773,209.8888721,396.8771898,479.8174687,18.2013493,424.911352,339.99051,378.7802048,197.1045454,328.1935724,353.9629616,16.21685976,24.09797385,48.80301999,348.2093271,158.9323082,17.83815992,220.1490228,383.0849909,398.20292,244.8665991,222.8250594
0.22,412.6292299,457.7462754,462.4233646,320.8136618,142.1316969,273.4169321,485.1723821,78.59397562,479.6866304,240.8993718,72.90741858,209.8838215,396.8766316,479.8166391,18.20226452,424.9109491,339.9904668,378.7792057,197.1050206,328.1944522,353.9627932,16.21784549,24.09841919,48.80212463,348.2102786,158.9320006,17.83742429,220.1497002,383.0853773,398.2038424,244.8659928,222.8242642
0.221,412.6501766,457.7677518,462.4479047,320.8309182,142.1413426,273.4142938,485.1822119,78.59213841,479.6897374,240.8898667,72.91604944,209.878771,396.8760734,479.8158094,18.20317975,424.9105462,339.9904237,378.7782066,197.1054958,328.1953321,353.9626249,16.21883121,24.09886452,48.80122926,348.2112301,158.9316929,17.83668865,220.1503775,383.0857636,398.2047648,244.8653864,222.823469
0.222,412.6711234,457.7892282,462.4724448,320.8481746,142.1509883,273.4116555,485.1920417,78.59030119,479.6928443,240.8803616,72.92468029,209.8737204,396.8755151,479.8149797,18.20409497,424.9101432,339.9903805,378.7772076,197.105971,328.196212,353.9624565,16.21981694,24.09930986,48.8003339,348.2121815,158.9313852,17.83595301,220.1510549,383.0861499,398.2056871,244.86478,222.8226739
0.223,412.6920701,457.8107045,462.496985,320.8654309,142.160634,273.4090172,485.2018715,78.58846398,479.6959512,240.8708565,72.93331114,209.8686698,396.8749569,479.81415,18.20501019,424.9097403,339.9903374,378.7762085,197.1064462,328.1970918,353.9622882,16.22080266,24.09975519,48.79943854,348.213133,158.9310775,17.83521738,220.1517323,383.0865362,398.2066095,244.8641737,222.8218787
