Time,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40
0.286,51.7673817,66.69982682,57.68225397,62.60302288,81.71372586,50.13460309,71.10807051,53.21200245,58.69435964,76.13788076,61.90988215,43.78534928,69.43882819,41.18136335,51.43144599,61.86347906,56.94968926,57.75416896,51.03082422,69.48869132,71.36664225,63.3380361,60.8274821,55.98070834,74.38293616,68.45703334,70.06262871,57.94805802,69.26955669,62.0392679,63.25329347,63.5989888,61.70477411,54.54521046,67.01474461,49.98703827,75.57969052,49.96138771,57.87225301,52.75418359,53.79397867,67.99922569,44.27312461,67.98117629,55.97373996,62.62907312,62.5989335,55.13400807,55.82091786,62.22086188,56.9862973,63.93129779,49.37961597,39.67828626,61.50209382,49.54208592,56.66570354,59.72930273,42.35106222,73.66951464,64.5012974,62.35567424,60.1319889,46.99352421,54.43336496,67.50995922,66.93682498,68.454138,63.737444,63.78928905
0.287,59.4014798,71.08916978,58.04761468,73.28109742,82.26316161,52.20528706,52.23583403,50.33124434,38.94138686,50.39804294,66.42463794,52.27306498,61.63044309,32.01957788,82.14003974,56.7060144,58.58046831,65.90339035,69.94774189,55.50839637,74.26139197,57.82870996,76.75672729,55.24530209,77.96325791,71.13858168,72.15134198,61.68562527,70.16209465,60.64206726,48.3131622,69.3314623,56.74613074,70.59779686,46.42418418,54.04310586,49.653292,46.72046313,56.41031167,78.59508623,48.5615368,56.46969619,53.71789079,61.45814412,55.13222862,49.20104821,67.88023618,64.74962675,63.14094054,42.39464018,60.58185857,68.51413543,58.65788573,58.72179968,51.20173993,46.48377116,59.09451778,59.96827432,41.5014605,72.88800976,50.48740425,42.70908539,61.33274273,37.73157291,59.23495462,54.24698074,61.92691918,66.18319604,55.76541808,67.11949269
0.288,77.85939185,51.01541636,59.0136547,69.85243665,62.95259338,46.19248677,70.31738529,34.27265425,64.51258993,58.52295581,65.87530028,37.21388625,58.16164578,52.77364657,70.0974721,56.95825959,68.06839931,54.00734994,48.87485111,57.67759766,75.72873215,64.24039615,65.39914088,51.28888896,41.41914174,57.63127555,65.08048473,75.15310003,72.42575634,66.26327911,62.18085249,77.60928219,54.78707722,46.0092282,48.25102476,56.74042875,65.12218737,46.10095746,58.72297563,65.22262876,52.46442433,69.6230196,51.0841633,52.33705764,51.13292349,62.15631075,51.87532165,64.40714596,52.79880392,61.04169327,77.96289365,70.63827995,52.49786422,46.50245884,64.0528553,40.38735023,55.46110916,64.77286645,41.58691045,56.95546361,52.43238448,56.61646247,61.37535688,47.85111984,62.1801244,52.1784119,67.8831046,61.500353,69.12983266,62.44764304
0.289,73.2958555,51.54997506,50.34735123,57.80376807,63.82425931,39.862813,73.80179485,55.99666572,78.24487794,58.65247164,62.44704059,41.00591692,58.05570051,52.11757702,61.15710188,64.57098546,78.02881672,67.42456213,35.85656349,57.73021824,62.39375182,80.74631091,53.03906572,59.31515633,72.79611611,43.42865324,55.09279771,54.23912953,76.06944687,63.37430436,54.51144859,57.31152672,62.12632678,66.62972956,52.19450667,67.78404995,63.07733141,40.18852574,46.9870102,79.00973039,70.03938876,48.85637306,34.33927004,65.95437946,44.23812807,60.21672645,79.99234392,43.95435395,53.42752642,34.60655776,68.8683884,59.84777965,66.18536997,50.94048892,55.79062483,52.88651036,71.16806,52.33185493,49.08261141,70.03756026,73.96627349,49.1696793,62.43662424,56.48450901,66.73762771,58.5498841,71.60854835,49.57237099,69.59043068,64.23795073
0.29,63.30889679,67.31606584,46.72365806,64.28979068,51.8717944,39.87390007,40.18962262,34.90726143,71.88351134,49.12367351,63.12772809,43.55442197,53.84706337,36.40465425,59.91619571,57.53068674,67.49074856,70.23928647,49.09171702,68.65639355,61.76564109,65.06840819,69.54092307,51.74340002,63.10483918,57.88230126,78.06067952,75.55052189,63.30160383,63.80124903,50.22479012,65.58523797,60.73215824,69.24995579,68.7344486,61.00741253,63.01690836,44.93650043,57.14793027,76.67911586,54.74255783,57.09027766,40.89466035,72.36354943,45.07882607,55.16212233,45.57721369,63.22118455,48.61482109,48.97296431,50.99102977,62.11983336,67.94075463,51.17619826,63.01751015,67.22979442,62.83192324,62.92046465,39.61679841,62.46076497,59.89692149,59.88586965,55.43109103,43.51118149,63.02201677,72.40464481,55.51778997,48.30446188,67.41281777,48.87293262
0.291,60.93634653,49.46231977,46.92825056,61.48979477,57.68225786,51.23001261,71.25690181,32.2587914,60.50557444,53.18021747,68.34235931,56.99976046,58.72656298,36.6006793,68.95735857,61.31108368,53.19495632,71.10790285,53.27957409,66.88028683,70.64305163,59.40643983,65.93447026,50.18469659,64.13340671,61.59464291,56.90341304,70.91135464,65.40487744,60.62510203,50.16858269,54.15042261,70.13004814,59.54968072,62.31006187,57.98862762,63.53124245,36.7331299,46.30468264,56.03513504,41.69651355,63.65949991,44.66569507,59.30497551,61.42619478,48.46071018,69.38412702,55.76853918,65.56003714,59.70616608,48.21793243,74.29923732,47.42472088,42.93087543,49.9929079,44.90320689,66.69467185,49.90711565,40.95946444,63.28827136,68.21794583,51.79876069,58.3304834,35.03975423,46.96565991,71.16439193,54.43645976,57.56415653,50.85254243,55.53810879
0.292,55.26237117,53.82118354,47.55291674,67.3235115,43.82400057,32.34652693,70.48324496,36.50232077,50.71987022,69.90816133,60.28326926,48.27593015,46.57746679,44.75923351,65.34579761,56.74700399,67.35059204,74.89881059,62.39105731,59.72684213,58.83401256,67.94971993,59.67984305,73.9298771,78.37847954,65.85684377,70.8511529,58.48644815,71.86466441,64.8883345,51.31818317,67.21239171,53.71020513,53.07581285,76.07398077,66.50468971,60.0853253,38.83380304,55.38857317,63.14036094,47.51615448,79.35587018,56.3458821,65.71401419,44.67799077,46.01840985,62.74853695,73.80831689,58.91544626,51.9220129,69.9134712,85.06222289,54.67183871,48.3022245,56.58157246,48.88821447,77.88075792,64.15239549,51.77781033,72.75035651,67.15279477,30.46730359,55.59937735,38.18780669,64.270758,73.70552906,71.06213223,61.63467107,55.80174311,64.05363424
0.293,64.41895218,73.25067319,54.04866272,83.30361466,66.78395458,54.67843143,65.19744666,40.4913883,62.35032982,66.43390285,69.56053809,40.11393879,61.78011925,45.77645312,71.21350596,54.24254452,71.77168633,63.37299502,57.59299324,55.75593675,63.66655443,65.46087489,66.46308146,61.39499851,75.65960187,49.72273682,66.88371457,64.50608845,71.04397939,56.41354577,50.26302969,65.65071522,68.57711314,58.1938938,57.3405613,62.35597878,65.87974268,55.33106086,37.97015211,72.36132908,45.00279989,67.9440077,50.74245282,68.89310621,38.16814451,57.05493863,60.78269779,59.40949812,62.10122758,38.64071271,62.61194187,73.00166571,48.61582638,66.63393279,51.83852247,53.79638598,50.20244103,63.31991036,37.24077423,79.48145216,70.76569877,59.26166982,43.81735273,44.66401537,66.77116262,52.85218445,77.77460659,66.60236695,66.26300664,75.03610871
0.294,53.07437494,69.80987333,41.07567518,68.00865898,73.02000646,52.16183763,75.26833081,29.4431878,63.25693117,69.57638778,63.1409435,45.19726636,67.13286253,30.33523057,70.40350517,58.9745258,58.03754172,55.56968063,69.10153757,41.83984142,72.1349158,66.67778279,46.52491682,43.9053846,66.27354119,65.19185717,54.79710765,73.87903659,64.98721076,64.03644681,51.3038142,62.37381689,66.36701746,53.25655734,64.06033,64.58917052,65.31837008,44.71212566,60.14852492,64.59877744,58.60614945,60.43035219,40.41864794,79.10460957,57.71783972,61.12857969,58.51988992,72.49881729,61.31269871,42.76923538,62.23252301,59.12951373,47.57014596,51.89208655,62.63259378,57.16003928,63.12752462,66.91086556,53.41369565,68.85262897,59.44999966,61.37714956,57.70168248,54.02699589,71.313673,44.15363727,70.99859368,47.91430827,57.738075,66.90073689
0.295,56.06431,76.41921868,60.74658095,60.30813246,68.40410322,61.90103921,72.04449585,41.28043197,65.76885803,66.90275098,90.7080805,41.48858626,58.99160633,41.40046469,57.85967295,60.09018791,46.77514086,62.18167508,45.86099511,51.64826441,60.57533771,69.47786141,64.36638029,58.1982897,59.44863997,71.05838395,46.55746919,73.37751429,69.78920841,55.11919479,30.14784435,59.3491462,39.53132902,56.17432215,80.158532,70.31015653,68.10195352,37.33939372,55.54559011,50.78501831,46.8115324,64.09113109,36.4906121,64.81752576,51.54507551,66.88111492,64.394881,72.33159769,62.70599227,44.00477354,61.38087231,68.4574708,61.66540171,48.22187494,65.92590698,59.09629149,79.01391021,54.41098952,47.8348437,48.60025336,41.38688901,33.0524895,61.37409259,29.86781206,63.10364077,64.02630225,70.39622684,58.12946708,52.33371393,56.23290792
0.296,63.76826282,65.67960691,61.21157223,63.67914135,61.48293469,52.63517443,74.02495021,48.44237388,57.50191242,72.47262165,63.95728311,25.42544778,61.72286634,59.12078609,69.37725737,76.40277035,62.17864471,60.70971398,62.54652798,43.72108567,61.69687163,61.9497253,52.20917498,66.77600123,62.62872181,57.90126344,49.02596659,69.33839624,50.85386454,64.95505644,47.39274156,73.34087227,62.72928662,67.01006771,63.02014717,64.85759865,60.28888392,50.2409474,52.18451632,88.58900744,48.4308465,62.74177568,48.8385009,60.86395578,55.95707144,58.32014505,57.4744776,55.4984886,59.94911604,48.85266664,61.230435,60.67422347,65.21549204,49.00047237,47.33710254,41.98884037,61.20238562,68.02876706,38.58072805,73.24013847,70.84373973,54.21280472,65.77691677,58.45249906,52.5621439,55.60262195,74.8156563,62.73356008,57.55967198,63.72581392
0.297,59.76440497,65.87303504,62.7953062,62.07780728,66.77136587,55.52391083,52.27015476,48.86807663,54.48714016,64.57881972,60.28881676,23.17302507,67.22404962,42.71707793,54.0284052,48.70205638,65.95166275,57.63489485,38.436648,69.15742537,53.08926307,66.32236491,58.29012666,65.03898713,65.41846235,50.98137067,46.13411286,52.23200899,61.54057257,72.52846834,36.18139124,63.86024073,70.27588487,63.72360564,55.96963802,71.3998602,45.92414737,46.47052829,54.89704635,67.21786709,50.43436457,61.53801912,54.04994964,65.16706881,54.27107388,52.17229373,61.06310784,63.03706177,59.88052517,54.91244998,60.04018079,73.9414135,44.29754291,44.14744273,59.83943541,49.89952656,63.75159421,57.33334206,46.00762675,66.83381052,58.42812235,50.29880931,70.65448939,61.29592568,67.00148739,55.58528833,70.14293447,45.41859004,60.49753388,57.96315813
0.298,74.05270955,55.87817226,52.622693,68.49654547,52.0923725,47.06237847,51.28858735,43.78295422,67.13791082,56.11137657,71.19408569,32.55567302,48.71476848,30.29206063,63.92244766,56.8916668,61.4064993,71.07097964,54.59810555,53.72944993,54.34474988,79.51643667,73.17436949,73.33951461,63.56472624,61.18817405,66.16433831,57.60473181,58.82477197,52.30800765,48.20055757,74.46774951,66.19071647,62.43055337,50.94383996,54.28811002,81.10037416,45.35369935,40.41919394,60.42179321,49.64847818,63.80639508,46.88323836,55.86004627,52.71010712,48.02007768,62.4496914,56.28106496,46.61017937,42.02213761,59.75329968,73.39192581,53.69427653,53.36900328,58.58947049,54.99089843,58.29404813,72.41388397,48.15824494,74.60290083,62.68419455,62.14319394,47.96754717,36.40945445,64.45860628,48.13371356,67.17077597,42.75959679,36.01721915,54.44133097
0.299,79.91272371,85.22494735,61.58596851,59.42783957,64.02206859,47.33959842,66.13146048,32.84651951,65.92406978,56.6660285,70.37236242,40.29593068,49.39847332,37.88251522,76.37209081,72.98899861,62.77282087,65.136835,44.0544685,51.60164931,69.41315973,67.92945244,60.08746967,60.30967472,63.23622473,62.74941764,58.59039922,51.80693267,64.40997724,54.87498695,34.1099012,70.21136814,72.16836926,47.68367346,50.65568877,59.14204066,64.27042743,43.31361643,60.58681262,75.15339815,63.02662438,66.36755332,50.10567962,61.33135143,60.63413842,60.07106807,60.72866383,63.38158733,48.02977424,59.67020493,66.77973955,62.39141055,55.48385414,50.74405836,56.97707994,55.77620119,55.46339432,44.04623338,37.13859089,67.80493452,65.68503618,49.61364955,70.78192819,40.21933773,51.89679924,67.1489769,75.18676297,64.87153725,69.43117763,72.45072474
0.3,64.35110754,57.80817529,48.71425597,57.93222139,75.80250522,52.43388478,66.26352664,46.10800908,56.02683155,62.92545814,61.90996428,44.53704249,72.63334538,39.17668961,78.69176825,57.96467417,64.64727802,55.40426924,59.52839182,55.81970527,52.2541515,63.36276624,65.86255408,59.83790395,78.43574118,56.41313136,60.14988933,64.95802219,70.03568426,64.6109035,35.57962371,74.72344002,62.88817853,62.76187116,51.17593628,63.13290314,64.37336535,58.18180237,54.48121129,60.65401597,56.08963751,60.69110017,45.48832636,60.77703001,48.48322124,40.9167364,53.57801354,71.8648723,61.11738866,51.81237749,65.18854845,63.5595491,60.75274578,55.27817065,65.29596405,63.36559254,72.13921359,64.01877733,46.0104981,60.96630148,51.94038751,48.51341957,52.80191844,34.98496961,53.83762666,55.06221307,73.40692744,54.18646854,54.84502943,77.01166805
0.301,62.48786459,66.71663563,56.79966509,69.06354993,69.97189063,56.01164843,68.21952611,53.56844082,54.92649809,55.22695855,70.94144829,51.36232653,56.94618771,30.66626293,53.22688024,57.24903968,66.06783782,73.49956629,54.29571711,54.53095405,61.90859874,65.58645608,54.97764299,43.65389464,62.48113092,58.24848546,70.24641157,61.92063344,64.88955973,79.76535609,46.3370346,70.88640733,72.28653271,58.76993682,42.01442651,53.45220595,74.56511851,58.48049116,59.09204754,72.61811956,40.30152805,56.96213633,46.28237198,59.0167082,48.32557865,41.09850155,65.0684717,81.14641101,42.20282353,52.98553714,52.74085953,71.2113832,41.33712066,53.58823456,48.03464368,54.82463824,58.34368325,60.10961689,25.07749787,71.73973683,68.68048549,40.25043767,61.79655878,44.21828531,57.76559374,55.00603327,62.47891139,57.82641259,64.72509672,46.5902716
0.302,66.17776531,66.57690447,60.69851715,63.46500175,77.3826481,59.84689264,64.39811685,37.11295265,55.75001945,63.70490473,62.14014931,57.72042342,69.25199708,33.82254274,63.87512643,67.19799695,58.53168438,49.82155372,50.55064636,55.35250096,61.3534294,79.18551713,65.37633976,70.7512503,59.33638628,60.37749319,60.80972212,61.53527984,77.18827148,54.71043168,38.16365857,63.19647241,71.98747901,57.60366636,57.53402462,61.99123028,69.18906053,52.08911394,54.07669902,64.96846477,61.58559293,63.57412828,50.63707906,66.88781785,55.98284396,45.33961611,59.99393277,61.6123403,48.3890155,35.81673954,77.60747965,67.36824994,62.66578237,47.86590427,48.05994309,41.24543246,58.78447956,63.6837092,32.64219544,52.99024273,67.87668799,48.18041536,59.48671149,36.36703945,62.62279917,57.2931729,78.3148747,60.49776338,62.48296499,48.4684439
0.303,60.51719091,53.60759018,55.65971314,76.28831359,74.13376671,55.97292688,69.59510791,43.99417184,61.80022434,66.90521355,51.39484183,39.69577022,54.37034397,43.62527408,62.35212102,64.35563787,71.29806195,59.7406737,45.82827951,55.95558399,64.94747975,73.07411628,57.98757815,46.71746342,58.31804096,55.75280963,67.35829421,65.20212848,63.25409933,68.65256466,54.14825483,50.14957645,82.58841882,68.4660383,52.80622419,74.63943709,66.52516702,61.2591001,50.37580973,78.47036616,57.47412947,67.65471483,57.37861443,67.94113045,50.39943102,55.98219682,55.94084521,73.39900962,58.95905166,61.58170948,53.81054487,70.80893544,65.9126743,50.89008474,43.03239616,43.11652278,72.77005903,45.73844452,31.22821921,79.53461957,48.18322849,59.67150832,62.08359031,37.22184225,63.26729097,47.11417328,61.92033257,64.95591988,71.08507226,60.41008268
0.304,55.62377699,69.75666753,49.13927029,61.9603338,69.12440536,65.75531749,61.67306247,47.30262834,70.00412104,49.02931675,62.0095735,43.48586314,64.0827254,38.52721493,65.07714398,66.64193489,66.31803175,54.11124393,40.78053499,62.27154223,64.04234837,77.63256187,66.94078653,66.42007095,61.7155963,62.77259198,67.40890593,83.19483872,58.8385238,75.46878095,47.66705786,61.27672391,73.50102756,51.63340799,67.69523353,60.74134645,75.75593132,42.06154915,54.66934464,79.08312227,38.47990961,53.19071222,54.31888623,70.49270688,41.45973963,59.44990426,64.15410707,73.35244743,61.90157874,58.94177326,56.60403507,61.05248889,62.81775691,40.04326669,50.97640323,40.46072542,50.48507528,40.88213343,49.83584391,56.2415302,73.12019211,41.43536874,56.0948797,47.34620214,56.2037913,69.32398408,64.6360413,65.51792695,63.93029406,68.65619173
0.305,68.59599913,66.79751594,55.73129874,64.21771624,77.83267691,31.31099549,73.685437,39.78713223,71.95279348,69.56690775,62.92184573,53.14266136,46.30476454,33.92560384,58.06091725,57.60086878,77.49948249,61.08735527,74.63703458,67.58761351,66.01393086,73.41385735,63.81613877,61.70986796,87.85684081,51.15989144,62.25320613,51.69607429,66.04593011,70.66386384,40.14720723,76.45370591,54.02602415,71.50019263,67.01407751,48.24729864,67.20205905,55.25531901,50.67755649,63.15532834,33.67663784,72.51200478,51.32056714,68.24371465,42.25825063,49.21346402,54.79987513,59.7197182,61.78165927,49.60667337,75.16103329,74.65692061,67.32976121,41.05435585,63.27646397,48.94242469,59.93066304,52.92275056,53.60219788,77.43724304,72.38440252,69.21025637,65.53109255,48.58946316,71.12293091,47.95157833,56.37581849,52.20109538,47.76454126,52.83142011
0.306,53.75202453,79.62988457,62.19760017,49.4116846,62.34819422,51.00803822,69.68441841,47.9491323,67.53475407,56.20765357,68.7060653,52.8888334,65.64867207,48.71678744,59.18105902,73.34110553,56.11156304,73.72556183,44.31209223,48.50069208,75.67642284,69.35019241,69.59751914,43.84808629,70.40262774,79.37576262,71.94788216,66.12086954,64.59733608,72.2368832,40.03706487,61.82045959,48.90346508,72.77808612,58.24685167,52.55330279,45.11120217,42.09255983,43.70171963,67.84282372,51.96731796,64.04961631,50.43306051,65.3735976,47.10182232,52.19650723,72.55068678,47.5654885,62.08182494,53.04856056,66.09076231,56.06066492,44.09651806,58.79101791,65.90921396,55.98314515,59.19238316,53.8233598,43.9057676,75.13815826,68.7783937,58.94479243,58.74193204,55.2060167,56.10964797,56.91864291,59.80598744,76.57155231,58.1753661,53.34104543
0.307,75.70149295,62.94944954,40.89488838,68.89116525,55.08110973,47.43392052,59.6232138,43.12064668,54.52059457,59.39294613,75.31988749,59.26967619,71.03995816,42.02125387,54.39445319,58.91262386,75.20479421,66.46098651,55.82856419,57.13992289,58.51302017,67.06981607,64.8945394,56.70461124,72.68670933,50.77234285,75.2334585,94.50793505,55.30472874,56.20315006,46.21087624,68.16782021,69.1370466,62.15700521,44.93595578,62.11007642,52.82279204,51.75260457,54.9861582,79.47112515,54.51561443,64.94192864,69.68261623,57.43737338,37.43137726,41.17793858,61.93496615,64.73227164,52.11167576,64.43787474,67.65412512,66.97820131,55.47412818,46.23995338,66.94602071,45.85087909,71.50363283,70.32163318,41.39368378,52.44715033,51.5434818,77.66304982,59.35166797,47.77697893,66.4769288,42.96536997,70.814173,63.2930547,58.54330147,60.58752978
0.308,67.11115069,56.40442433,49.82621443,58.58060096,70.53409223,56.4797055,52.2320225,39.4679003,56.81251645,51.95531698,68.37542345,47.87095893,75.20501901,53.77200185,56.07744463,58.13779952,65.29850569,59.09151511,48.38197245,51.83261635,63.641349,56.02294308,68.97340401,63.33885536,75.83400295,54.78163188,64.46102933,63.76751393,56.04581134,75.74574489,46.94040282,63.24261438,54.66917606,67.22493703,60.69074271,59.48432495,67.00002233,47.74541453,40.76547583,63.40529281,42.47496646,56.94941236,50.11157451,62.40438834,67.59399127,55.91737884,67.87666781,59.14773443,73.25325159,46.86224682,51.0178561,80.02526677,48.35242666,58.20026649,56.61765273,49.56941785,64.52813641,54.12973565,49.48370419,69.25561844,70.12089963,46.29842343,65.5571592,31.71970949,51.12406949,57.49805091,68.90177439,55.99272093,51.78912477,69.18181035
0.309,67.06700369,81.58938547,54.51829256,66.33843137,60.80037407,56.93026845,71.8444616,25.54274105,54.87987899,54.89302882,54.32389956,45.50163559,59.03129626,39.59302409,55.25362502,51.9714638,60.38570401,72.11946065,48.49904955,51.35670324,54.63319838,71.09962823,58.88568295,50.1305956,75.72374012,49.84568877,68.55237054,60.00726699,78.05075236,69.14923903,60.13467412,75.62684681,57.64319494,55.96516585,55.4822351,52.96955555,59.96713183,50.65546586,51.97854223,79.17044572,61.75038222,52.11365288,49.67859425,72.90949931,50.69113565,49.57504411,72.01170514,50.59287606,47.00560969,53.36538092,58.85630386,77.91024421,62.62378264,54.20271519,64.66460837,63.10420592,65.07082953,70.92724721,31.64651582,57.65963682,60.47740453,46.70988264,47.26216254,49.11058201,77.02604293,67.38759769,61.87752827,63.35284985,64.70577855,64.70892939
0.31,73.5151637,57.55198265,57.94547831,75.24705526,75.32333923,62.10409036,58.39435612,50.64496892,66.05182821,55.06702214,63.93484947,39.22325333,57.89533486,33.12896588,49.24460524,63.11994329,79.10145007,55.71863766,52.53655922,50.97552443,57.65661077,47.53437765,61.41775366,71.19603962,73.64290121,63.41818456,60.06776051,69.33579293,74.54483294,59.45230098,54.5324915,72.5119223,72.10255239,58.40778077,69.99920557,58.3074141,67.62847802,47.03140122,42.20303436,86.129736,67.0109353,64.53485854,58.72381129,72.48032407,41.30590382,63.12648322,63.85038176,50.35307925,70.52559332,66.8243679,43.76025781,55.67697118,55.30437528,50.14634596,52.70658245,40.08047235,61.4439492,54.05428635,30.7239574,52.78604931,74.00559173,59.79359975,64.22785898,51.45553519,41.16615561,58.81529927,66.5125827,54.71294801,37.2886018,67.47256226
0.311,61.24460862,54.27408453,59.30013448,60.97341581,55.5558173,49.14027481,68.20278673,49.79127533,58.15010699,63.37163087,69.0930347,27.72030356,68.78500796,27.63221816,55.58010693,61.6324595,62.33129164,57.18276219,43.80785671,68.27365134,51.55846264,71.48970609,68.33547652,33.88522443,60.84424709,55.89406924,59.98166716,74.22307517,68.86389957,80.17910079,43.38263294,60.7288225,49.74069787,47.68977079,63.99860887,56.94915161,59.78362646,37.63639158,43.68138564,71.30853287,47.43496116,61.11430642,46.17631241,58.40893825,61.29282094,46.15796211,58.29802084,61.4721072,55.73309224,63.71326396,67.08104276,72.85739477,42.07453818,48.53565601,49.31860973,47.18367246,54.59170064,62.99188799,50.25903643,68.58631226,64.95434784,56.15220383,52.29037734,40.2899825,50.89263433,69.15993071,68.34235736,61.97585668,66.71989288,71.17853138
0.312,48.63222545,68.8134292,55.69525534,69.24743935,54.5583567,42.91407752,51.27680521,46.43579807,68.28433828,42.5131786,62.53949154,48.30861286,65.20571084,42.7044437,58.24331934,56.61577296,54.37526383,62.14761772,49.421131,50.80800158,61.71034395,56.18772835,58.71651815,56.13434969,70.64572011,60.4446548,66.30477585,77.87452058,73.5282421,69.65029548,53.85338765,61.42516493,50.67605258,59.77550371,66.90995775,64.5047681,65.05530128,44.04219633,49.37559564,68.18539806,57.80992424,49.75944256,44.73687963,69.65005718,49.52577571,40.85783318,66.18147389,52.40448475,59.81806253,52.07633234,60.70051612,79.78951652,48.61211618,55.61385293,57.47951131,62.41064614,70.41592952,64.9400442,43.51613298,65.77727216,61.73924022,40.56694584,62.80912703,44.35499727,69.75567329,53.44971817,67.87188351,55.58138019,67.65931562,64.31007015
0.313,56.65584058,71.74194184,65.04132656,65.61888716,74.0807689,56.48809049,70.92583129,46.64969967,69.22625741,47.21861421,62.66455399,43.36766131,63.64438992,50.37867627,72.38725578,56.01268928,55.6665247,68.11110024,49.69009486,54.5009969,54.65957001,81.7891189,55.84228973,70.83237315,51.25401136,65.08983911,54.5590843,66.76786811,56.36832684,60.25250073,41.70717043,77.61639907,62.86639396,57.87586649,55.80572854,55.88237814,52.7679108,47.97073311,63.9620926,70.74103287,59.24804941,56.42790763,49.53408991,66.68526946,55.60910219,50.24644335,71.57823752,63.77136002,59.82643228,41.85606695,49.05040647,61.07178774,55.48633532,49.42781122,48.07547276,50.77900408,66.16795348,63.0542321,52.79505907,53.4974813,51.99872392,48.15248626,69.2732324,51.08489034,76.89257861,46.47021091,60.25591424,62.38573628,66.01829064,57.86433868
0.314,72.8271366,60.82965447,50.14590848,70.27896453,68.10763624,45.98120579,71.12778449,65.40020603,64.09985977,49.24478164,67.41928356,36.04420975,61.47356111,38.93550646,52.73474352,63.63478105,69.08703181,74.57845953,41.66572778,66.0829273,56.59839255,62.90688122,76.34108657,57.18260646,65.43452259,53.59454302,38.86892126,66.19847242,58.83355425,65.86796924,46.5048718,79.88761944,77.86967301,59.40839284,54.95613438,57.27312854,61.78275204,57.08240887,55.03696414,64.15656848,60.30741852,75.6754733,52.19088519,55.4656446,54.42030994,45.72033867,70.38357769,67.96954517,53.89544571,53.07977625,54.89255873,60.68746261,45.34383953,65.42674589,45.50033064,54.4164196,70.35764373,60.10355276,34.71627327,69.50209105,55.96711937,50.12976271,54.42679019,30.97040633,66.11827458,64.15186587,64.16803282,60.45956787,57.89196945,49.13876428
0.315,77.60592709,70.39025011,63.07105034,53.75070477,67.49966765,51.05327187,59.62211607,46.58271627,62.37341808,72.92381726,77.92012921,45.6617828,51.30182998,39.47300797,66.38188414,61.74425919,85.87831727,50.36416888,47.70691673,71.34785437,77.36432349,58.71996393,53.37316123,46.05303507,60.61206701,55.11815166,61.05652503,43.6373344,80.49593982,71.29201495,48.70817969,68.32088261,67.24068235,70.3495998,65.06632319,47.67282994,51.66757882,52.48994475,37.87962334,58.34056517,36.82508525,76.42258192,36.84771203,68.0856979,57.30217706,47.40287353,65.59010285,73.17813423,78.00001569,40.01974415,53.3642886,74.43527303,76.60861668,37.90560081,60.03457515,64.27220192,65.95619595,47.0972882,50.69078989,69.66268658,64.7863623,57.89048644,57.23644144,39.49132588,52.29763502,74.03642554,80.8404045,70.46864014,49.00710276,70.11715117
0.316,62.31498742,60.82631048,61.28852775,58.39842282,59.95481513,46.79464604,62.17245346,40.46248321,81.7010267,51.69928189,71.11357881,42.90749903,56.52470187,42.76445557,72.69256547,69.76653719,66.49809353,69.78203755,65.68133048,61.56103692,67.12905313,74.97276859,53.92881798,57.84919405,65.83134285,48.17170484,73.89119405,65.01261947,72.75064156,81.81954639,39.23365523,58.77393611,71.27273267,64.58825634,44.25128715,63.13693153,65.33485057,50.75102438,36.02471148,50.05202979,57.07967346,65.880435,57.92435892,65.43260179,50.83579589,58.34012041,54.02367668,72.45054837,65.06261394,49.55095677,71.32984106,59.19765723,63.04238717,53.61178398,49.77995249,55.42867121,64.41979849,75.30988838,43.88930638,73.28033644,63.27934612,64.24739407,41.57826315,48.22381663,62.30706003,52.14885831,68.30963321,71.45589385,58.55241655,59.50306675
0.317,59.35163245,65.39966268,59.17376362,63.03259166,77.01254831,73.30839867,69.35145624,30.13539503,53.09250511,73.22522237,58.10839606,43.9004386,66.22244813,39.53804018,66.41910378,65.83217874,43.64931429,52.39609306,43.97506643,53.84737029,68.92201481,68.69577737,59.29425109,56.49889784,67.03680672,72.79393134,65.89372838,74.93536342,75.37766674,62.61247979,48.08862551,74.14509546,74.2374101,67.7270338,60.37887736,67.18088543,59.68131162,34.02744834,65.47504674,69.69661418,43.02488934,69.0698494,45.00629462,56.30551646,68.2204752,58.4309176,57.98925241,51.23210271,67.69697561,53.18038409,62.59052747,65.87633268,53.27357532,47.00209511,72.01631127,49.26807238,66.95792674,62.6269999,47.63872983,49.69076576,74.66566058,43.6558561,60.2903306,47.97444894,49.28506383,50.71073915,80.06249981,54.02988252,54.89826331,60.23457851
