Time,U1_X,U1_Y,U2_X,U2_Y,U3_X,U3_Y,U4_X,U4_Y,U5_X,U5_Y,U6_X,U6_Y,U7_X,U7_Y,U8_X,U8_Y,U9_X,U9_Y,U10_X,U10_Y,e1_X,e1_Y,e2_X,e2_Y,e3_X,e3_Y,e4_X,e4_Y,e5_X,e5_Y,e6_X,e6_Y,e7_X,e7_Y,e8_X,e8_Y,e9_X,e9_Y,e10_X,e10_Y,e11_X,e11_Y,e12_X,e12_Y,e13_X,e13_Y,e14_X,e14_Y,e15_X,e15_Y,e16_X,e16_Y,e17_X,e17_Y,e18_X,e18_Y,e19_X,e19_Y,e20_X,e20_Y,m1_X,m1_Y,m2_X,m2_Y,m3_X,m3_Y,m4_X,m4_Y,m5_X,m5_Y,m6_X,m6_Y,m7_X,m7_Y,m8_X,m8_Y,m9_X,m9_Y,m10_X,m10_Y,m11_X,m11_Y,m12_X,m12_Y,m13_X,m13_Y,m14_X,m14_Y,m15_X,m15_Y,m16_X,m16_Y,m17_X,m17_Y,m18_X,m18_Y,m19_X,m19_Y,m20_X,m20_Y,m21_X,m21_Y,m22_X,m22_Y,m23_X,m23_Y,m24_X,m24_Y,m25_X,m25_Y,m26_X,m26_Y,m27_X,m27_Y,m28_X,m28_Y,m29_X,m29_Y,m30_X,m30_Y,m31_X,m31_Y,m32_X,m32_Y,m33_X,m33_Y,m34_X,m34_Y,m35_X,m35_Y,m36_X,m36_Y,m37_X,m37_Y,m38_X,m38_Y,m39_X,m39_Y,m40_X,m40_Y
0.404,607.7275092,-394.203667,-505.1233809,-558.0523598,-392.2798357,-125.7754874,442.9149682,654.8765931,-775.6024813,60.26858434,-255.1722402,136.1052307,682.3272165,-189.358501,99.31106863,-127.6874983,31.5162298,-670.4425078,-274.5981035,-404.5406814,658.1294934,137.5478666,142.6720429,94.89166634,-269.0349136,607.2127463,-140.5944646,58.48891977,197.6886653,-668.1766959,-529.9172693,184.4856555,19.17912442,-669.5023021,-368.2739148,-542.2766962,-272.0326093,1.82311517,-400.6796461,-234.2705689,-26.24174048,692.8984586,521.7155512,-424.4571058,383.5444237,455.9723299,218.9589622,-337.732873,33.0181567,719.5631586,155.8174557,450.9301304,-621.5001786,108.1400087,-630.8888689,-373.4779912,-170.8892344,742.7728503,-511.315999,472.3514792,207.3977104,73.18821084,646.6065136,-284.1794014,-591.8348906,115.3576004,243.6009141,395.1750749,-438.9355133,-79.23363541,-50.76125066,618.3059858,-8.098807752,-663.9829194,30.85198156,229.3878845,142.8075615,-277.6131943,703.6735944,376.7541266,254.2155473,-61.93893014,289.2825949,-642.4946607,-187.9046594,137.2991179,-649.8073692,298.696648,-29.3022984,340.1868968,200.6957643,-216.2091749,363.9663733,468.3097887,-374.322728,508.198325,450.4542958,233.3659234,113.3647686,257.4612686,492.1544324,158.3906836,-776.7246204,44.63915583,375.9359108,-272.8428736,50.0922912,-261.7131005,-323.43671,223.5145507,271.9620023,-103.6061088,564.4801577,222.9774278,206.0474629,-428.6004371,80.62224461,144.5755445,-410.4229592,-547.7565753,-169.7966398,566.3926999,-134.3757536,-320.3012814,-341.9740045,-345.117347,205.8638232,-98.21279664,-513.8282252,219.0397486,-442.5622128,-23.68835473,200.8316664,-695.1916392,185.3487932,-455.9433594,439.6926766,-177.4539114,-426.5324843,-413.0847864
0.405,607.7484559,-394.1821907,-505.0988408,-558.0351034,-392.2508986,-125.7834023,442.9444576,654.8710814,-775.5931606,60.24006902,-255.1463476,136.0900789,682.3104696,-189.3833916,99.33852536,-127.6995866,31.51493571,-670.4724799,-274.5838473,-404.5142851,658.1278098,137.5577239,142.6764962,94.88271271,-269.0253987,607.2096694,-140.601821,58.49569353,197.6925285,-668.1674723,-529.923333,184.4777037,19.17749649,-669.4924355,-368.2686958,-542.2681661,-272.0229275,1.820612692,-400.6780081,-234.260704,-26.25173348,692.8980844,521.7252258,-424.4596358,383.5503373,455.9803939,218.9586932,-337.7228766,33.02718517,719.558859,155.8173876,450.9401302,-621.5061404,108.1480371,-630.8983848,-373.4810649,-170.8887821,742.7628606,-511.3251046,472.3473457,207.396729,73.18801854,646.6071986,-284.1786728,-591.8338934,115.3576752,243.6011888,395.1741134,-438.9350078,-79.2327726,-50.76181752,618.305162,-8.099759854,-663.9826136,30.85283693,229.3873664,142.8065904,-277.6134329,703.6726586,376.754479,254.2165469,-61.93890102,289.2832735,-642.4953953,-187.9047214,137.3001159,-649.8065227,298.6961156,-29.30168818,340.187689,200.6948871,-216.2096551,363.9669764,468.308991,-374.3237245,508.1982419,450.4543591,233.3669214,113.3648317,257.4622666,492.1552513,158.3901097,-776.7256182,44.6392233,375.9352298,-272.8421414,50.09152173,-261.7124618,-323.4358881,223.5151203,271.9629645,-103.6063809,564.4802532,222.9784232,206.0484583,-428.6003405,80.62165234,144.5747387,-410.423912,-547.7562718,-169.7966732,566.3917005,-134.3753479,-320.3003674,-341.9738157,-345.118329,205.863984,-98.21378362,-513.8291698,219.0400768,-442.5632105,-23.68842236,200.8310501,-695.1924267,185.3478144,-455.9435642,439.6933879,-177.4546143,-426.5333384,-413.0853065
0.406,607.7694026,-394.1607143,-505.0743006,-558.017847,-392.2219616,-125.7913173,442.9739469,654.8655698,-775.5838398,60.21155371,-255.1204551,136.0749272,682.2937228,-189.4082823,99.36598208,-127.711675,31.51364161,-670.502452,-274.5695911,-404.4878889,658.1261262,137.5675812,142.6809496,94.87375907,-269.0158838,607.2065925,-140.6091774,58.50246729,197.6963917,-668.1582487,-529.9293967,184.4697518,19.17586857,-669.4825689,-368.2634768,-542.2596361,-272.0132457,1.818110214,-400.6763701,-234.2508391,-26.26172647,692.8977102,521.7349005,-424.4621658,383.556251,455.9884579,218.9584242,-337.7128802,33.03621365,719.5545594,155.8173195,450.95013,-621.5121023,108.1560655,-630.9079008,-373.4841385,-170.8883299,742.7528708,-511.3342103,472.3432121,207.3957477,73.18782624,646.6078836,-284.1779443,-591.8328962,115.3577499,243.6014634,395.1731518,-438.9345023,-79.23190979,-50.76238437,618.3043381,-8.100711957,-663.9823079,30.85369231,229.3868484,142.8056193,-277.6136715,703.6717228,376.7548314,254.2175465,-61.93887191,289.283952,-642.4961298,-187.9047833,137.301114,-649.8056762,298.6955832,-29.30107795,340.1884812,200.6940099,-216.2101352,363.9675795,468.3081933,-374.3247211,508.1981587,450.4544224,233.3679194,113.3648948,257.4632646,492.1560703,158.3895358,-776.7266159,44.63929078,375.9345487,-272.8414092,50.09075227,-261.7118231,-323.4350662,223.5156899,271.9639268,-103.6066531,564.4803487,222.9794186,206.0494536,-428.6002439,80.62106006,144.573933,-410.4248649,-547.7559683,-169.7967065,566.390701,-134.3749422,-320.2994534,-341.9736269,-345.119311,205.8641449,-98.2147706,-513.8301145,219.040405,-442.5642083,-23.68848999,200.8304338,-695.1932142,185.3468356,-455.943769,439.6940992,-177.4553172,-426.5341925,-413.0858265
0.407,607.7903494,-394.139238,-505.0497605,-558.0005906,-392.1930245,-125.7992322,443.0034363,654.8600581,-775.574519,60.18303839,-255.0945625,136.0597755,682.276976,-189.4331729,99.3934388,-127.7237634,31.51234751,-670.532424,-274.5553349,-404.4614927,658.1244427,137.5774384,142.6854029,94.86480543,-269.006369,607.2035156,-140.6165337,58.50924105,197.700255,-668.149025,-529.9354604,184.4618,19.17424064,-669.4727023,-368.2582578,-542.251106,-272.0035639,1.815607736,-400.674732,-234.2409742,-26.27171947,692.897336,521.7445752,-424.4646958,383.5621647,455.9965219,218.9581551,-337.7028839,33.04524212,719.5502598,155.8172514,450.9601297,-621.5180642,108.164094,-630.9174167,-373.4872122,-170.8878776,742.742881,-511.343316,472.3390786,207.3947664,73.18763394,646.6085685,-284.1772157,-591.831899,115.3578246,243.6017381,395.1721903,-438.9339967,-79.23104698,-50.76295123,618.3035143,-8.101664059,-663.9820021,30.85454769,229.3863304,142.8046482,-277.6139101,703.6707869,376.7551838,254.218546,-61.93884279,289.2846306,-642.4968644,-187.9048453,137.3021121,-649.8048297,298.6950509,-29.30046772,340.1892734,200.6931327,-216.2106153,363.9681826,468.3073957,-374.3257176,508.1980756,450.4544857,233.3689174,113.3649579,257.4642626,492.1568892,158.3889619,-776.7276136,44.63935826,375.9338676,-272.840677,50.0899828,-261.7111845,-323.4342442,223.5162595,271.964889,-103.6069252,564.4804442,222.9804141,206.0504489,-428.6001472,80.62046779,144.5731273,-410.4258177,-547.7556648,-169.7967399,566.3897016,-134.3745365,-320.2985394,-341.9734381,-345.120293,205.8643057,-98.21575757,-513.8310591,219.0407332,-442.565206,-23.68855761,200.8298176,-695.1940017,185.3458568,-455.9439738,439.6948104,-177.4560201,-426.5350467,-413.0863466
0.408,607.8112961,-394.1177616,-505.0252204,-557.9833342,-392.1640874,-125.8071472,443.0329256,654.8545465,-775.5651982,60.15452308,-255.06867,136.0446237,682.2602291,-189.4580635,99.42089552,-127.7358517,31.51105341,-670.5623961,-274.5410787,-404.4350964,658.1227591,137.5872957,142.6898563,94.8558518,-268.9968541,607.2004387,-140.6238901,58.51601482,197.7041182,-668.1398014,-529.941524,184.4538481,19.17261271,-669.4628357,-368.2530388,-542.2425759,-271.9938821,1.813105258,-400.673094,-234.2311092,-26.28171246,692.8969618,521.7542498,-424.4672258,383.5680784,456.0045859,218.9578861,-337.6928875,33.05427059,719.5459602,155.8171833,450.9701295,-621.5240261,108.1721224,-630.9269326,-373.4902858,-170.8874254,742.7328913,-511.3524217,472.334945,207.393785,73.18744164,646.6092535,-284.1764871,-591.8309018,115.3578993,243.6020128,395.1712288,-438.9334912,-79.23018417,-50.76351809,618.3026905,-8.102616162,-663.9816963,30.85540307,229.3858124,142.8036771,-277.6141487,703.6698511,376.7555363,254.2195456,-61.93881368,289.2853091,-642.4975989,-187.9049073,137.3031102,-649.8039832,298.6945185,-29.29985749,340.1900657,200.6922555,-216.2110955,363.9687857,468.306598,-374.3267141,508.1979924,450.454549,233.3699154,113.365021,257.4652606,492.1577081,158.388388,-776.7286113,44.63942573,375.9331865,-272.8399448,50.08921334,-261.7105458,-323.4334223,223.5168292,271.9658513,-103.6071974,564.4805397,222.9814095,206.0514442,-428.6000506,80.61987552,144.5723215,-410.4267705,-547.7553613,-169.7967732,566.3887021,-134.3741308,-320.2976254,-341.9732493,-345.1212751,205.8644666,-98.21674455,-513.8320037,219.0410613,-442.5662037,-23.68862524,200.8292013,-695.1947892,185.344878,-455.9441786,439.6955217,-177.456723,-426.5359008,-413.0868666
0.409,607.8322429,-394.0962852,-505.0006803,-557.9660778,-392.1351504,-125.8150621,443.062415,654.8490348,-775.5558775,60.12600777,-255.0427774,136.029472,682.2434823,-189.4829541,99.44835225,-127.7479401,31.50975932,-670.5923682,-274.5268225,-404.4087002,658.1210755,137.5971529,142.6943096,94.84689816,-268.9873392,607.1973618,-140.6312465,58.52278858,197.7079814,-668.1305778,-529.9475877,184.4458963,19.17098479,-669.4529691,-368.2478198,-542.2340459,-271.9842003,1.810602781,-400.671456,-234.2212443,-26.29170546,692.8965876,521.7639245,-424.4697557,383.5739921,456.01265,218.9576171,-337.6828911,33.06329907,719.5416606,155.8171152,450.9801293,-621.529988,108.1801509,-630.9364485,-373.4933595,-170.8869731,742.7229015,-511.3615274,472.3308115,207.3928037,73.18724933,646.6099385,-284.1757586,-591.8299046,115.357974,243.6022875,395.1702672,-438.9329857,-79.22932136,-50.76408495,618.3018667,-8.103568265,-663.9813905,30.85625844,229.3852944,142.8027059,-277.6143873,703.6689152,376.7558887,254.2205452,-61.93878457,289.2859877,-642.4983335,-187.9049693,137.3041083,-649.8031367,298.6939861,-29.29924726,340.1908579,200.6913783,-216.2115756,363.9693887,468.3058003,-374.3277107,508.1979093,450.4546123,233.3709134,113.365084,257.4662586,492.1585271,158.3878141,-776.729609,44.63949321,375.9325054,-272.8392126,50.08844387,-261.7099071,-323.4326004,223.5173988,271.9668135,-103.6074695,564.4806352,222.9824049,206.0524395,-428.599954,80.61928325,144.5715158,-410.4277234,-547.7550578,-169.7968065,566.3877027,-134.373725,-320.2967114,-341.9730606,-345.1222571,205.8646274,-98.21773153,-513.8329483,219.0413895,-442.5672014,-23.68869287,200.828585,-695.1955768,185.3438992,-455.9443834,439.696233,-177.4574259,-426.5367549,-413.0873867
0.41,607.8531896,-394.0748089,-504.9761402,-557.9488215,-392.1062133,-125.8229771,443.0919043,654.8435232,-775.5465567,60.09749245,-255.0168848,136.0143202,682.2267354,-189.5078448,99.47580897,-127.7600284,31.50846522,-670.6223403,-274.5125663,-404.382304,658.119392,137.6070102,142.698763,94.83794452,-268.9778244,607.1942849,-140.6386028,58.52956234,197.7118446,-668.1213541,-529.9536514,184.4379444,19.16935686,-669.4431025,-368.2426008,-542.2255158,-271.9745184,1.808100303,-400.669818,-234.2113794,-26.30169846,692.8962134,521.7735991,-424.4722857,383.5799058,456.020714,218.9573481,-337.6728947,33.07232754,719.537361,155.8170471,450.990129,-621.5359499,108.1881793,-630.9459644,-373.4964331,-170.8865209,742.7129117,-511.3706331,472.3266779,207.3918224,73.18705703,646.6106235,-284.17503,-591.8289074,115.3580487,243.6025621,395.1693057,-438.9324802,-79.22845855,-50.76465181,618.3010429,-8.104520367,-663.9810847,30.85711382,229.3847764,142.8017348,-277.6146259,703.6679794,376.7562411,254.2215448,-61.93875545,289.2866662,-642.4990681,-187.9050312,137.3051063,-649.8022902,298.6934537,-29.29863704,340.1916501,200.6905011,-216.2120557,363.9699918,468.3050026,-374.3287072,508.1978261,450.4546757,233.3719114,113.3651471,257.4672566,492.159346,158.3872402,-776.7306068,44.63956068,375.9318243,-272.8384804,50.0876744,-261.7092684,-323.4317785,223.5179684,271.9677758,-103.6077416,564.4807307,222.9834004,206.0534349,-428.5998574,80.61869098,144.57071,-410.4286762,-547.7547543,-169.7968399,566.3867032,-134.3733193,-320.2957974,-341.9728718,-345.1232391,205.8647883,-98.21871851,-513.8338929,219.0417177,-442.5681991,-23.6887605,200.8279687,-695.1963643,185.3429204,-455.9445882,439.6969443,-177.4581288,-426.537609,-413.0879067
0.411,607.8741363,-394.0533325,-504.9516001,-557.9315651,-392.0772762,-125.830892,443.1213937,654.8380116,-775.5372359,60.06897714,-254.9909923,135.9991685,682.2099886,-189.5327354,99.50326569,-127.7721168,31.50717112,-670.6523123,-274.4983101,-404.3559078,658.1177084,137.6168675,142.7032164,94.82899089,-268.9683095,607.191208,-140.6459592,58.53633611,197.7157079,-668.1121305,-529.9597151,184.4299926,19.16772894,-669.4332359,-368.2373818,-542.2169857,-271.9648366,1.805597825,-400.6681799,-234.2015144,-26.31169145,692.8958391,521.7832738,-424.4748157,383.5858194,456.028778,218.957079,-337.6628983,33.08135602,719.5330614,155.816979,451.0001288,-621.5419118,108.1962078,-630.9554803,-373.4995068,-170.8860686,742.702922,-511.3797388,472.3225443,207.390841,73.18686473,646.6113084,-284.1743014,-591.8279102,115.3581234,243.6028368,395.1683441,-438.9319746,-79.22759574,-50.76521867,618.3002191,-8.10547247,-663.980779,30.8579692,229.3842584,142.8007637,-277.6148645,703.6670436,376.7565935,254.2225443,-61.93872634,289.2873448,-642.4998026,-187.9050932,137.3061044,-649.8014437,298.6929213,-29.29802681,340.1924423,200.6896239,-216.2125358,363.9705949,468.3042049,-374.3297038,508.1977429,450.454739,233.3729094,113.3652102,257.4682546,492.1601649,158.3866663,-776.7316045,44.63962816,375.9311432,-272.8377482,50.08690494,-261.7086297,-323.4309566,223.518538,271.9687381,-103.6080138,564.4808261,222.9843958,206.0544302,-428.5997607,80.6180987,144.5699043,-410.429629,-547.7544508,-169.7968732,566.3857038,-134.3729136,-320.2948834,-341.972683,-345.1242211,205.8649491,-98.21970549,-513.8348375,219.0420459,-442.5691968,-23.68882813,200.8273524,-695.1971518,185.3419416,-455.944793,439.6976556,-177.4588317,-426.5384632,-413.0884268
0.412,607.8950831,-394.0318562,-504.92706,-557.9143087,-392.0483392,-125.838807,443.150883,654.8324999,-775.5279151,60.04046182,-254.9650997,135.9840167,682.1932417,-189.557626,99.53072241,-127.7842051,31.50587702,-670.6822844,-274.4840539,-404.3295115,658.1160248,137.6267247,142.7076697,94.82003725,-268.9587946,607.1881311,-140.6533156,58.54310987,197.7195711,-668.1029068,-529.9657788,184.4220408,19.16610101,-669.4233693,-368.2321628,-542.2084557,-271.9551548,1.803095347,-400.6665419,-234.1916495,-26.32168445,692.8954649,521.7929485,-424.4773457,383.5917331,456.036842,218.95681,-337.652902,33.09038449,719.5287617,155.8169109,451.0101286,-621.5478737,108.2042362,-630.9649963,-373.5025804,-170.8856164,742.6929322,-511.3888445,472.3184108,207.3898597,73.18667243,646.6119934,-284.1735729,-591.826913,115.3581981,243.6031115,395.1673826,-438.9314691,-79.22673293,-50.76578553,618.2993953,-8.106424572,-663.9804732,30.85882457,229.3837404,142.7997926,-277.615103,703.6661077,376.756946,254.2235439,-61.93869723,289.2880233,-642.5005372,-187.9051552,137.3071025,-649.8005972,298.6923889,-29.29741658,340.1932346,200.6887467,-216.213016,363.971198,468.3034073,-374.3307003,508.1976598,450.4548023,233.3739074,113.3652733,257.4692526,492.1609838,158.3860924,-776.7326022,44.63969564,375.9304621,-272.837016,50.08613547,-261.707991,-323.4301347,223.5191076,271.9697003,-103.6082859,564.4809216,222.9853912,206.0554255,-428.5996641,80.61750643,144.5690986,-410.4305819,-547.7541473,-169.7969066,566.3847044,-134.3725079,-320.2939694,-341.9724942,-345.1252031,205.86511,-98.22069246,-513.8357822,219.042374,-442.5701945,-23.68889575,200.8267361,-695.1979393,185.3409628,-455.9449977,439.6983669,-177.4595347,-426.5393173,-413.0889469
0.413,607.9160298,-394.0103798,-504.9025199,-557.8970523,-392.0194021,-125.8467219,443.1803724,654.8269883,-775.5185944,60.01194651,-254.9392072,135.968865,682.1764949,-189.5825167,99.55817914,-127.7962935,31.50458293,-670.7122565,-274.4697977,-404.3031153,658.1143413,137.636582,142.7121231,94.81108361,-268.9492798,607.1850542,-140.6606719,58.54988363,197.7234343,-668.0936832,-529.9718424,184.4140889,19.16447308,-669.4135027,-368.2269438,-542.1999256,-271.945473,1.800592869,-400.6649039,-234.1817846,-26.33167744,692.8950907,521.8026231,-424.4798757,383.5976468,456.044906,218.956541,-337.6429056,33.09941296,719.5244621,155.8168428,451.0201283,-621.5538355,108.2122646,-630.9745122,-373.5056541,-170.8851641,742.6829424,-511.3979502,472.3142772,207.3888783,73.18648013,646.6126784,-284.1728443,-591.8259157,115.3582729,243.6033861,395.1664211,-438.9309636,-79.22587012,-50.76635239,618.2985714,-8.107376675,-663.9801674,30.85967995,229.3832224,142.7988215,-277.6153416,703.6651719,376.7572984,254.2245435,-61.93866811,289.2887019,-642.5012717,-187.9052172,137.3081006,-649.7997507,298.6918565,-29.29680635,340.1940268,200.6878695,-216.2134961,363.9718011,468.3026096,-374.3316968,508.1975766,450.4548656,233.3749054,113.3653364,257.4702506,492.1618028,158.3855185,-776.7335999,44.63976311,375.929781,-272.8362838,50.085366,-261.7073523,-323.4293128,223.5196772,271.9706626,-103.6085581,564.4810171,222.9863866,206.0564208,-428.5995675,80.61691416,144.5682928,-410.4315347,-547.7538438,-169.7969399,566.3837049,-134.3721022,-320.2930554,-341.9723054,-345.1261852,205.8652709,-98.22167944,-513.8367268,219.0427022,-442.5711922,-23.68896338,200.8261198,-695.1987269,185.339984,-455.9452025,439.6990781,-177.4602376,-426.5401714,-413.0894669
0.414,607.9369766,-393.9889034,-504.8779798,-557.8797959,-391.9904651,-125.8546369,443.2098617,654.8214766,-775.5092736,59.98343119,-254.9133146,135.9537133,682.159748,-189.6074073,99.58563586,-127.8083819,31.50328883,-670.7422286,-274.4555415,-404.2767191,658.1126577,137.6464393,142.7165764,94.80212998,-268.9397649,607.1819773,-140.6680283,58.55665739,197.7272975,-668.0844596,-529.9779061,184.4061371,19.16284516,-669.4036361,-368.2217248,-542.1913955,-271.9357912,1.798090392,-400.6632658,-234.1719196,-26.34167044,692.8947165,521.8122978,-424.4824057,383.6035605,456.05297,218.956272,-337.6329092,33.10844144,719.5201625,155.8167747,451.0301281,-621.5597974,108.2202931,-630.9840281,-373.5087277,-170.8847119,742.6729527,-511.4070559,472.3101437,207.387897,73.18628783,646.6133634,-284.1721158,-591.8249185,115.3583476,243.6036608,395.1654595,-438.930458,-79.22500731,-50.76691925,618.2977476,-8.108328777,-663.9798616,30.86053533,229.3827044,142.7978503,-277.6155802,703.664236,376.7576508,254.2255431,-61.938639,289.2893804,-642.5020063,-187.9052792,137.3090986,-649.7989042,298.6913242,-29.29619613,340.194819,200.6869923,-216.2139762,363.9724042,468.3018119,-374.3326934,508.1974935,450.4549289,233.3759034,113.3653995,257.4712486,492.1626217,158.3849446,-776.7345976,44.63983059,375.9290999,-272.8355516,50.08459654,-261.7067136,-323.4284909,223.5202469,271.9716248,-103.6088302,564.4811126,222.9873821,206.0574161,-428.5994708,80.61632189,144.5674871,-410.4324875,-547.7535404,-169.7969732,566.3827055,-134.3716965,-320.2921414,-341.9721166,-345.1271672,205.8654317,-98.22266642,-513.8376714,219.0430304,-442.5721899,-23.68903101,200.8255035,-695.1995144,185.3390052,-455.9454073,439.6997894,-177.4609405,-426.5410256,-413.089987
0.415,607.9579233,-393.9674271,-504.8534396,-557.8625395,-391.961528,-125.8625518,443.2393511,654.815965,-775.4999528,59.95491588,-254.887422,135.9385615,682.1430012,-189.6322979,99.61309258,-127.8204702,31.50199473,-670.7722006,-274.4412853,-404.2503228,658.1109741,137.6562965,142.7210298,94.79317634,-268.93025,607.1789004,-140.6753847,58.56343116,197.7311608,-668.0752359,-529.9839698,184.3981852,19.16121723,-669.3937695,-368.2165058,-542.1828655,-271.9261093,1.795587914,-400.6616278,-234.1620547,-26.35166344,692.8943423,521.8219725,-424.4849357,383.6094742,456.0610341,218.9560029,-337.6229128,33.11746991,719.5158629,155.8167066,451.0401279,-621.5657593,108.2283215,-630.993544,-373.5118014,-170.8842596,742.6629629,-511.4161616,472.3060101,207.3869157,73.18609553,646.6140483,-284.1713872,-591.8239213,115.3584223,243.6039355,395.164498,-438.9299525,-79.2241445,-50.76748611,618.2969238,-8.10928088,-663.9795559,30.86139071,229.3821864,142.7968792,-277.6158188,703.6633002,376.7580033,254.2265426,-61.93860989,289.2900589,-642.5027408,-187.9053411,137.3100967,-649.7980577,298.6907918,-29.2955859,340.1956112,200.6861151,-216.2144563,363.9730072,468.3010142,-374.3336899,508.1974103,450.4549922,233.3769014,113.3654626,257.4722467,492.1634406,158.3843707,-776.7355954,44.63989807,375.9284189,-272.8348194,50.08382707,-261.706075,-323.427669,223.5208165,271.9725871,-103.6091023,564.4812081,222.9883775,206.0584115,-428.5993742,80.61572961,144.5666813,-410.4334404,-547.7532369,-169.7970066,566.381706,-134.3712907,-320.2912274,-341.9719279,-345.1281492,205.8655926,-98.2236534,-513.838616,219.0433585,-442.5731877,-23.68909864,200.8248873,-695.2003019,185.3380264,-455.9456121,439.7005007,-177.4616434,-426.5418797,-413.090507
0.416,607.9788701,-393.9459507,-504.8288995,-557.8452831,-391.9325909,-125.8704668,443.2688404,654.8104533,-775.490632,59.92640057,-254.8615295,135.9234098,682.1262544,-189.6571885,99.6405493,-127.8325586,31.50070063,-670.8021727,-274.4270291,-404.2239266,658.1092906,137.6661538,142.7254831,94.7842227,-268.9207352,607.1758235,-140.682741,58.57020492,197.735024,-668.0660123,-529.9900335,184.3902334,19.1595893,-669.3839029,-368.2112868,-542.1743354,-271.9164275,1.793085436,-400.6599898,-234.1521898,-26.36165643,692.8939681,521.8316471,-424.4874657,383.6153878,456.0690981,218.9557339,-337.6129164,33.12649839,719.5115633,155.8166385,451.0501276,-621.5717212,108.23635,-631.0030599,-373.514875,-170.8838074,742.6529731,-511.4252673,472.3018766,207.3859343,73.18590323,646.6147333,-284.1706586,-591.8229241,115.358497,243.6042102,395.1635364,-438.929447,-79.22328169,-50.76805297,618.2961,-8.110232983,-663.9792501,30.86224608,229.3816684,142.7959081,-277.6160574,703.6623644,376.7583557,254.2275422,-61.93858077,289.2907375,-642.5034754,-187.9054031,137.3110948,-649.7972112,298.6902594,-29.29497567,340.1964035,200.6852379,-216.2149365,363.9736103,468.3002166,-374.3346864,508.1973272,450.4550555,233.3778994,113.3655257,257.4732447,492.1642596,158.3837968,-776.7365931,44.63996554,375.9277378,-272.8340872,50.08305761,-261.7054363,-323.4268471,223.5213861,271.9735494,-103.6093745,564.4813036,222.9893729,206.0594068,-428.5992776,80.61513734,144.5658756,-410.4343932,-547.7529334,-169.7970399,566.3807066,-134.370885,-320.2903134,-341.9717391,-345.1291312,205.8657534,-98.22464038,-513.8395606,219.0436867,-442.5741854,-23.68916627,200.824271,-695.2010894,185.3370476,-455.9458169,439.701212,-177.4623463,-426.5427338,-413.0910271
0.417,607.9998168,-393.9244744,-504.8043594,-557.8280267,-391.9036539,-125.8783817,443.2983298,654.8049417,-775.4813113,59.89788525,-254.8356369,135.908258,682.1095075,-189.6820792,99.66800603,-127.8446469,31.49940654,-670.8321448,-274.4127729,-404.1975304,658.107607,137.676011,142.7299365,94.77526906,-268.9112203,607.1727466,-140.6900974,58.57697868,197.7388872,-668.0567886,-529.9960971,184.3822815,19.15796138,-669.3740363,-368.2060678,-542.1658053,-271.9067457,1.790582958,-400.6583518,-234.1423248,-26.37164943,692.8935939,521.8413218,-424.4899957,383.6213015,456.0771621,218.9554649,-337.60292,33.13552686,719.5072637,155.8165704,451.0601274,-621.5776831,108.2443784,-631.0125759,-373.5179487,-170.8833551,742.6429834,-511.434373,472.297743,207.384953,73.18571092,646.6154183,-284.1699301,-591.8219269,115.3585717,243.6044848,395.1625749,-438.9289415,-79.22241888,-50.76861983,618.2952762,-8.111185085,-663.9789443,30.86310146,229.3811504,142.794937,-277.616296,703.6614285,376.7587081,254.2285418,-61.93855166,289.291416,-642.50421,-187.9054651,137.3120929,-649.7963647,298.689727,-29.29436544,340.1971957,200.6843607,-216.2154166,363.9742134,468.2994189,-374.335683,508.197244,450.4551189,233.3788973,113.3655888,257.4742427,492.1650785,158.3832229,-776.7375908,44.64003302,375.9270567,-272.833355,50.08228814,-261.7047976,-323.4260252,223.5219557,271.9745116,-103.6096466,564.481399,222.9903684,206.0604021,-428.5991809,80.61454507,144.5650699,-410.435346,-547.7526299,-169.7970733,566.3797071,-134.3704793,-320.2893994,-341.9715503,-345.1301132,205.8659143,-98.22562735,-513.8405053,219.0440149,-442.5751831,-23.68923389,200.8236547,-695.2018769,185.3360688,-455.9460217,439.7019233,-177.4630492,-426.543588,-413.0915471
