Time,U1_X,U1_Y,U2_X,U2_Y,U3_X,U3_Y,U4_X,U4_Y,U5_X,U5_Y,U6_X,U6_Y,e1_X,e1_Y,e2_X,e2_Y,e3_X,e3_Y,e4_X,e4_Y,e5_X,e5_Y,e6_X,e6_Y,e7_X,e7_Y,e8_X,e8_Y,e9_X,e9_Y,e10_X,e10_Y,e11_X,e11_Y,e12_X,e12_Y,m1_X,m1_Y,m2_X,m2_Y,m3_X,m3_Y,m4_X,m4_Y,m5_X,m5_Y,m6_X,m6_Y,m7_X,m7_Y,m8_X,m8_Y,m9_X,m9_Y,m10_X,m10_Y,m11_X,m11_Y,m12_X,m12_Y,m13_X,m13_Y,m14_X,m14_Y,m15_X,m15_Y,m16_X,m16_Y,m17_X,m17_Y,m18_X,m18_Y,m19_X,m19_Y,m20_X,m20_Y,m21_X,m21_Y,m22_X,m22_Y,m23_X,m23_Y,m24_X,m24_Y,m25_X,m25_Y,m26_X,m26_Y,m27_X,m27_Y,m28_X,m28_Y,m29_X,m29_Y,m30_X,m30_Y
0.198,603.4124804,-398.6277971,-510.1786438,-561.6071758,-398.2408706,-124.1450079,436.840162,656.0119915,-777.522561,66.14273909,-260.5061076,139.2264899,687.9988141,-180.9288759,90.012392,-123.5935744,31.95449752,-660.2919649,-279.4262009,-413.4802046,658.4763077,135.5172707,141.7546513,96.73611553,-270.9949762,607.8465873,-139.079053,57.09352462,196.8928411,-670.0767654,-528.6681521,186.1237355,19.51447724,-671.5348224,-369.3490285,-544.0338902,-275.7610776,2.786819365,-401.3104512,-238.0695538,-22.39343769,693.042565,517.9898382,-423.4828041,381.2670648,452.866877,219.0625636,-341.5824792,29.54129143,721.2189391,155.8436811,447.0792197,-619.2042556,105.0482553,-627.2242892,-372.294329,-171.0633956,746.6199101,-507.8093947,473.9433109,207.5998656,73.22782492,646.4654084,-284.3294858,-592.0403148,115.3422095,243.5443318,395.3731518,-439.0396523,-79.41137422,-50.64447758,618.4756915,-7.90267462,-664.0459099,30.67577382,229.4945936,143.0076124,-277.564045,703.8663774,376.6815266,254.0096346,-61.94492753,289.1428146,-642.3433417,-187.8918919,137.0935139,-649.9817484,298.8063197,-29.4280053,340.0236982,200.8764674,-216.1102689,363.8421377,468.47411,-374.1174414,508.2154546
0.199,603.4334271,-398.6063207,-510.1541037,-561.5899194,-398.2119335,-124.1529229,436.8696514,656.0064799,-777.5132402,66.11422378,-260.480215,139.2113382,687.9932318,-180.9371727,90.02154424,-123.5976038,31.95406616,-660.3019556,-279.4214489,-413.4714058,658.4746241,135.527128,141.7591047,96.72716189,-270.9854614,607.8435104,-139.0864094,57.10029838,196.8967043,-670.0675417,-528.6742158,186.1157837,19.51284931,-671.5249557,-369.3438095,-544.0253601,-275.7601094,2.786569118,-401.3102874,-238.0685673,-22.39443699,693.0425276,517.9908056,-423.4830571,381.2676562,452.8676834,219.0625367,-341.5814795,29.54219428,721.2185091,155.8436743,447.0802197,-619.2048518,105.0490581,-627.2252408,-372.2946363,-171.0633504,746.6189111,-507.8103053,473.9428975,207.5988842,73.22763262,646.4660934,-284.3287572,-592.0393176,115.3422842,243.5446065,395.3721902,-439.0391467,-79.41051141,-50.64504444,618.4748677,-7.903626723,-664.0456041,30.67662919,229.4940756,143.0066413,-277.5642836,703.8654415,376.6818791,254.0106342,-61.94489842,289.1434931,-642.3440763,-187.8919539,137.094512,-649.9809019,298.8057873,-29.42739508,340.0244904,200.8755902,-216.1107491,363.8427408,468.4733124,-374.118438,508.2153714
0.2,603.4543739,-398.5848444,-510.1295636,-561.572663,-398.1829964,-124.1608378,436.8991407,656.0009683,-777.5039195,66.08570846,-260.4543224,139.1961864,687.9876495,-180.9454696,90.03069648,-123.6016333,31.95363479,-660.3119463,-279.4166968,-413.4626071,658.4729406,135.5369852,141.763558,96.71820825,-270.9759465,607.8404335,-139.0937657,57.10707214,196.9005676,-670.0583181,-528.6802795,186.1078319,19.51122138,-671.5150891,-369.3385905,-544.01683,-275.7591412,2.78631887,-401.3101236,-238.0675808,-22.39543629,693.0424902,517.9917731,-423.4833101,381.2682476,452.8684898,219.0625098,-341.5804799,29.54309712,721.2180792,155.8436675,447.0812197,-619.205448,105.049861,-627.2261924,-372.2949437,-171.0633052,746.6179122,-507.8112159,473.9424842,207.5979029,73.22744032,646.4667784,-284.3280287,-592.0383204,115.3423589,243.5448811,395.3712287,-439.0386412,-79.4096486,-50.6456113,618.4740439,-7.904578825,-664.0452983,30.67748457,229.4935575,143.0056702,-277.5645222,703.8645057,376.6822315,254.0116338,-61.9448693,289.1441716,-642.3448108,-187.8920159,137.0955101,-649.9800554,298.8052549,-29.42678485,340.0252826,200.874713,-216.1112292,363.8433439,468.4725147,-374.1194345,508.2152883
0.201,603.4753206,-398.563368,-510.1050235,-561.5554066,-398.1540594,-124.1687528,436.9286301,655.9954566,-777.4945987,66.05719315,-260.4284299,139.1810347,687.9820673,-180.9537665,90.03984872,-123.6056628,31.95320342,-660.321937,-279.4119447,-413.4538083,658.471257,135.5468425,141.7680114,96.70925462,-270.9664316,607.8373566,-139.1011221,57.1138459,196.9044308,-670.0490945,-528.6863432,186.09988,19.50959346,-671.5052225,-369.3333715,-544.0083,-275.758173,2.786068622,-401.3099598,-238.0665943,-22.39643559,693.0424527,517.9927406,-423.4835631,381.2688389,452.8692962,219.0624829,-341.5794803,29.54399997,721.2176492,155.8436607,447.0822196,-619.2060442,105.0506638,-627.227144,-372.2952511,-171.06326,746.6169132,-507.8121265,473.9420708,207.5969216,73.22724802,646.4674634,-284.3273001,-592.0373232,115.3424337,243.5451558,395.3702671,-439.0381357,-79.40878579,-50.64617816,618.4732201,-7.905530928,-664.0449925,30.67833995,229.4930395,143.004699,-277.5647608,703.8635698,376.6825839,254.0126333,-61.94484019,289.1448502,-642.3455454,-187.8920779,137.0965081,-649.9792089,298.8047225,-29.42617462,340.0260749,200.8738358,-216.1117093,363.8439469,468.471717,-374.120431,508.2152051
0.202,603.4962673,-398.5418916,-510.0804834,-561.5381502,-398.1251223,-124.1766677,436.9581194,655.989945,-777.4852779,66.02867784,-260.4025373,139.1658829,687.976485,-180.9620634,90.04900096,-123.6096922,31.95277206,-660.3319277,-279.4071927,-413.4450096,658.4695734,135.5566998,141.7724648,96.70030098,-270.9569168,607.8342797,-139.1084785,57.12061967,196.908294,-670.0398708,-528.6924068,186.0919282,19.50796553,-671.4953559,-369.3281525,-543.9997699,-275.7572048,2.785818374,-401.309796,-238.0656078,-22.39743489,693.0424153,517.993708,-423.4838161,381.2694303,452.8701026,219.062456,-341.5784806,29.54490282,721.2172192,155.8436538,447.0832196,-619.2066404,105.0514667,-627.2280956,-372.2955584,-171.0632147,746.6159142,-507.813037,473.9416574,207.5959402,73.22705571,646.4681483,-284.3265716,-592.036326,115.3425084,243.5454305,395.3693056,-439.0376301,-79.40792298,-50.64674502,618.4723963,-7.90648303,-664.0446867,30.67919533,229.4925215,143.0037279,-277.5649994,703.862634,376.6829363,254.0136329,-61.94481108,289.1455287,-642.3462799,-187.8921399,137.0975062,-649.9783624,298.8041902,-29.42556439,340.0268671,200.8729586,-216.1121894,363.84455,468.4709193,-374.1214276,508.215122
0.203,603.5172141,-398.5204153,-510.0559433,-561.5208938,-398.0961852,-124.1845827,436.9876088,655.9844333,-777.4759571,66.00016252,-260.3766448,139.1507312,687.9709027,-180.9703602,90.0581532,-123.6137217,31.95234069,-660.3419184,-279.4024406,-413.4362108,658.4678899,135.566557,141.7769181,96.69134734,-270.9474019,607.8312028,-139.1158348,57.12739343,196.9121572,-670.0306472,-528.6984705,186.0839763,19.5063376,-671.4854893,-369.3229335,-543.9912398,-275.7562367,2.785568127,-401.3096322,-238.0646213,-22.39843419,693.0423779,517.9946755,-423.4840691,381.2700217,452.870909,219.0624291,-341.577481,29.54580567,721.2167893,155.843647,447.0842196,-619.2072366,105.0522695,-627.2290471,-372.2958658,-171.0631695,746.6149152,-507.8139476,473.9412441,207.5949589,73.22686341,646.4688333,-284.325843,-592.0353288,115.3425831,243.5457051,395.3683441,-439.0371246,-79.40706017,-50.64731188,618.4715725,-7.907435133,-664.044381,30.6800507,229.4920035,143.0027568,-277.5652379,703.8616982,376.6832888,254.0146325,-61.94478196,289.1462073,-642.3470145,-187.8922018,137.0985043,-649.9775159,298.8036578,-29.42495417,340.0276593,200.8720814,-216.1126696,363.8451531,468.4701217,-374.1224241,508.2150388
0.204,603.5381608,-398.4989389,-510.0314031,-561.5036374,-398.0672482,-124.1924976,437.0170981,655.9789217,-777.4666364,65.97164721,-260.3507522,139.1355794,687.9653204,-180.9786571,90.06730544,-123.6177511,31.95190933,-660.351909,-279.3976885,-413.4274121,658.4662063,135.5764143,141.7813715,96.68239371,-270.937887,607.8281259,-139.1231912,57.13416719,196.9160205,-670.0214236,-528.7045342,186.0760245,19.50470968,-671.4756227,-369.3177145,-543.9827098,-275.7552685,2.785317879,-401.3094684,-238.0636348,-22.39943349,693.0423405,517.995643,-423.4843221,381.270613,452.8717154,219.0624022,-341.5764813,29.54670851,721.2163593,155.8436402,447.0852196,-619.2078328,105.0530723,-627.2299987,-372.2961732,-171.0631243,746.6139163,-507.8148582,473.9408307,207.5939776,73.22667111,646.4695183,-284.3251144,-592.0343316,115.3426578,243.5459798,395.3673825,-439.0366191,-79.40619736,-50.64787874,618.4707487,-7.908387235,-664.0440752,30.68090608,229.4914855,143.0017857,-277.5654765,703.8607623,376.6836412,254.0156321,-61.94475285,289.1468858,-642.347749,-187.8922638,137.0995024,-649.9766694,298.8031254,-29.42434394,340.0284515,200.8712042,-216.1131497,363.8457562,468.469324,-374.1234206,508.2149557
0.205,603.5591076,-398.4774626,-510.006863,-561.486381,-398.0383111,-124.2004126,437.0465875,655.97341,-777.4573156,65.94313189,-260.3248596,139.1204277,687.9597381,-180.986954,90.07645769,-123.6217806,31.95147796,-660.3618997,-279.3929365,-413.4186134,658.4645227,135.5862715,141.7858248,96.67344007,-270.9283722,607.825049,-139.1305476,57.14094096,196.9198837,-670.0121999,-528.7105979,186.0680726,19.50308175,-671.4657561,-369.3124955,-543.9741797,-275.7543003,2.785067631,-401.3093046,-238.0626483,-22.40043279,693.0423031,517.9966104,-423.4845751,381.2712044,452.8725218,219.0623753,-341.5754817,29.54761136,721.2159294,155.8436334,447.0862196,-619.208429,105.0538752,-627.2309503,-372.2964805,-171.0630791,746.6129173,-507.8157687,473.9404174,207.5929962,73.22647881,646.4702033,-284.3243859,-592.0333344,115.3427325,243.5462545,395.366421,-439.0361136,-79.40533455,-50.6484456,618.4699248,-7.909339338,-664.0437694,30.68176146,229.4909675,143.0008146,-277.5657151,703.8598265,376.6839936,254.0166317,-61.94472374,289.1475644,-642.3484836,-187.8923258,137.1005004,-649.9758229,298.802593,-29.42373371,340.0292438,200.870327,-216.1136298,363.8463593,468.4685263,-374.1244172,508.2148725
0.206,603.5800543,-398.4559862,-509.9823229,-561.4691246,-398.0093741,-124.2083275,437.0760768,655.9678984,-777.4479948,65.91461658,-260.2989671,139.105276,687.9541559,-180.9952509,90.08560993,-123.62581,31.95104659,-660.3718904,-279.3881844,-413.4098146,658.4628392,135.5961288,141.7902782,96.66448643,-270.9188573,607.8219721,-139.1379039,57.14771472,196.9237469,-670.0029763,-528.7166615,186.0601208,19.50145382,-671.4558895,-369.3072765,-543.9656496,-275.7533321,2.784817383,-401.3091408,-238.0616619,-22.40143209,693.0422656,517.9975779,-423.4848281,381.2717958,452.8733282,219.0623484,-341.5744821,29.54851421,721.2154994,155.8436266,447.0872195,-619.2090251,105.054678,-627.2319019,-372.2967879,-171.0630338,746.6119183,-507.8166793,473.940004,207.5920149,73.22628651,646.4708882,-284.3236573,-592.0323372,115.3428072,243.5465292,395.3654595,-439.035608,-79.40447174,-50.64901246,618.469101,-7.910291441,-664.0434636,30.68261684,229.4904495,142.9998434,-277.5659537,703.8588906,376.684346,254.0176312,-61.94469462,289.1482429,-642.3492182,-187.8923878,137.1014985,-649.9749764,298.8020606,-29.42312348,340.030036,200.8694498,-216.1141099,363.8469624,468.4677286,-374.1254137,508.2147894
0.207,603.6010011,-398.4345098,-509.9577828,-561.4518683,-397.980437,-124.2162425,437.1055662,655.9623868,-777.438674,65.88610126,-260.2730745,139.0901242,687.9485736,-181.0035477,90.09476217,-123.6298395,31.95061523,-660.3818811,-279.3834323,-413.4010159,658.4611556,135.6059861,141.7947315,96.6555328,-270.9093424,607.8188952,-139.1452603,57.15448848,196.9276101,-669.9937526,-528.7227252,186.0521689,19.4998259,-671.4460229,-369.3020575,-543.9571195,-275.7523639,2.784567135,-401.308977,-238.0606754,-22.40243139,693.0422282,517.9985454,-423.4850811,381.2723872,452.8741346,219.0623215,-341.5734824,29.54941706,721.2150694,155.8436198,447.0882195,-619.2096213,105.0554809,-627.2328535,-372.2970953,-171.0629886,746.6109193,-507.8175899,473.9395907,207.5910335,73.22609421,646.4715732,-284.3229287,-592.03134,115.3428819,243.5468038,395.3644979,-439.0351025,-79.40360893,-50.64957932,618.4682772,-7.911243543,-664.0431578,30.68347221,229.4899315,142.9988723,-277.5661923,703.8579548,376.6846985,254.0186308,-61.94466551,289.1489215,-642.3499527,-187.8924497,137.1024966,-649.9741299,298.8015282,-29.42251325,340.0308282,200.8685726,-216.1145901,363.8475655,468.466931,-374.1264103,508.2147062
0.208,603.6219478,-398.4130335,-509.9332427,-561.4346119,-397.9514999,-124.2241574,437.1350555,655.9568751,-777.4293533,65.85758595,-260.247182,139.0749725,687.9429913,-181.0118446,90.10391441,-123.6338689,31.95018386,-660.3918718,-279.3786803,-413.3922171,658.459472,135.6158433,141.7991849,96.64657916,-270.8998276,607.8158183,-139.1526167,57.16126224,196.9314734,-669.984529,-528.7287889,186.0442171,19.49819797,-671.4361563,-369.2968385,-543.9485895,-275.7513957,2.784316888,-401.3088132,-238.0596889,-22.40343069,693.0421908,517.9995128,-423.4853341,381.2729785,452.874941,219.0622946,-341.5724828,29.5503199,721.2146395,155.843613,447.0892195,-619.2102175,105.0562837,-627.2338051,-372.2974026,-171.0629434,746.6099203,-507.8185004,473.9391773,207.5900522,73.22590191,646.4722582,-284.3222002,-592.0303428,115.3429566,243.5470785,395.3635364,-439.034597,-79.40274612,-50.65014618,618.4674534,-7.912195646,-664.0428521,30.68432759,229.4894135,142.9979012,-277.5664309,703.857019,376.6850509,254.0196304,-61.9446364,289.1496,-642.3506873,-187.8925117,137.1034947,-649.9732834,298.8009958,-29.42190303,340.0316204,200.8676954,-216.1150702,363.8481685,468.4661333,-374.1274068,508.214623
0.209,603.6428945,-398.3915571,-509.9087026,-561.4173555,-397.9225629,-124.2320724,437.1645449,655.9513635,-777.4200325,65.82907064,-260.2212894,139.0598207,687.937409,-181.0201415,90.11306665,-123.6378984,31.9497525,-660.4018625,-279.3739282,-413.3834184,658.4577885,135.6257006,141.8036383,96.63762552,-270.8903127,607.8127414,-139.159973,57.16803601,196.9353366,-669.9753054,-528.7348526,186.0362653,19.49657005,-671.4262897,-369.2916195,-543.9400594,-275.7504276,2.78406664,-401.3086494,-238.0587024,-22.40442999,693.0421534,518.0004803,-423.4855871,381.2735699,452.8757474,219.0622677,-341.5714832,29.55122275,721.2142095,155.8436062,447.0902195,-619.2108137,105.0570866,-627.2347567,-372.29771,-171.0628982,746.6089214,-507.819411,473.938764,207.5890709,73.22570961,646.4729432,-284.3214716,-592.0293456,115.3430314,243.5473532,395.3625748,-439.0340914,-79.40188331,-50.65071304,618.4666296,-7.913147748,-664.0425463,30.68518297,229.4888955,142.9969301,-277.5666695,703.8560831,376.6854033,254.02063,-61.94460728,289.1502786,-642.3514218,-187.8925737,137.1044928,-649.9724369,298.8004635,-29.4212928,340.0324127,200.8668182,-216.1155503,363.8487716,468.4653356,-374.1284033,508.2145399
0.21,603.6638413,-398.3700808,-509.8841625,-561.4000991,-397.8936258,-124.2399873,437.1940343,655.9458518,-777.4107117,65.80055532,-260.1953968,139.044669,687.9318267,-181.0284384,90.12221889,-123.6419278,31.94932113,-660.4118532,-279.3691761,-413.3746196,658.4561049,135.6355579,141.8080916,96.62867189,-270.8807978,607.8096645,-139.1673294,57.17480977,196.9391998,-669.9660817,-528.7409162,186.0283134,19.49494212,-671.4164231,-369.2864005,-543.9315293,-275.7494594,2.783816392,-401.3084856,-238.0577159,-22.40542929,693.042116,518.0014478,-423.4858401,381.2741613,452.8765538,219.0622408,-341.5704835,29.5521256,721.2137795,155.8435994,447.0912194,-619.2114099,105.0578894,-627.2357083,-372.2980174,-171.0628529,746.6079224,-507.8203216,473.9383506,207.5880895,73.2255173,646.4736281,-284.320743,-592.0283484,115.3431061,243.5476278,395.3616133,-439.0335859,-79.4010205,-50.65127989,618.4658058,-7.914099851,-664.0422405,30.68603835,229.4883775,142.995959,-277.5669081,703.8551473,376.6857558,254.0216295,-61.94457817,289.1509571,-642.3521564,-187.8926357,137.1054908,-649.9715904,298.7999311,-29.42068257,340.0332049,200.865941,-216.1160304,363.8493747,468.4645379,-374.1293999,508.2144567
0.211,603.684788,-398.3486044,-509.8596224,-561.3828427,-397.8646887,-124.2479023,437.2235236,655.9403402,-777.4013909,65.77204001,-260.1695043,139.0295172,687.9262445,-181.0367352,90.13137113,-123.6459573,31.94888977,-660.4218439,-279.3644241,-413.3658209,658.4544213,135.6454151,141.812545,96.61971825,-270.871283,607.8065876,-139.1746858,57.18158353,196.943063,-669.9568581,-528.7469799,186.0203616,19.49331419,-671.4065565,-369.2811815,-543.9229993,-275.7484912,2.783566144,-401.3083218,-238.0567294,-22.40642859,693.0420785,518.0024152,-423.4860931,381.2747526,452.8773602,219.0622139,-341.5694839,29.55302845,721.2133496,155.8435926,447.0922194,-619.2120061,105.0586923,-627.2366599,-372.2983247,-171.0628077,746.6069234,-507.8212322,473.9379372,207.5871082,73.225325,646.4743131,-284.3200145,-592.0273512,115.3431808,243.5479025,395.3606518,-439.0330804,-79.40015769,-50.65184675,618.464982,-7.915051953,-664.0419347,30.68689372,229.4878595,142.9949878,-277.5671467,703.8542114,376.6861082,254.0226291,-61.94454906,289.1516357,-642.352891,-187.8926977,137.1064889,-649.9707439,298.7993987,-29.42007234,340.0339971,200.8650638,-216.1165106,363.8499778,468.4637403,-374.1303964,508.2143736
0.212,603.7057348,-398.3271281,-509.8350823,-561.3655863,-397.8357517,-124.2558172,437.253013,655.9348285,-777.3920702,65.74352469,-260.1436117,139.0143655,687.9206622,-181.0450321,90.14052337,-123.6499867,31.9484584,-660.4318346,-279.359672,-413.3570222,658.4527378,135.6552724,141.8169983,96.61076461,-270.8617681,607.8035107,-139.1820421,57.1883573,196.9469263,-669.9476344,-528.7530436,186.0124097,19.49168627,-671.3966899,-369.2759625,-543.9144692,-275.747523,2.783315897,-401.308158,-238.0557429,-22.40742789,693.0420411,518.0033827,-423.4863461,381.275344,452.8781666,219.062187,-341.5684842,29.55393129,721.2129196,155.8435857,447.0932194,-619.2126023,105.0594951,-627.2376115,-372.2986321,-171.0627625,746.6059244,-507.8221427,473.9375239,207.5861269,73.2251327,646.4749981,-284.3192859,-592.026354,115.3432555,243.5481772,395.3596902,-439.0325749,-79.39929488,-50.65241361,618.4641581,-7.916004056,-664.041629,30.6877491,229.4873415,142.9940167,-277.5673852,703.8532756,376.6864606,254.0236287,-61.94451994,289.1523142,-642.3536255,-187.8927596,137.107487,-649.9698974,298.7988663,-29.41946212,340.0347893,200.8641866,-216.1169907,363.8505809,468.4629426,-374.1313929,508.2142904
0.213,603.7266815,-398.3056517,-509.8105421,-561.3483299,-397.8068146,-124.2637322,437.2825023,655.9293169,-777.3827494,65.71500938,-260.1177192,138.9992137,687.9150799,-181.053329,90.14967561,-123.6540162,31.94802703,-660.4418253,-279.35492,-413.3482234,658.4510542,135.6651296,141.8214517,96.60181097,-270.8522532,607.8004338,-139.1893985,57.19513106,196.9507895,-669.9384108,-528.7591073,186.0044579,19.49005834,-671.3868233,-369.2707435,-543.9059391,-275.7465548,2.783065649,-401.3079942,-238.0547564,-22.40842719,693.0420037,518.0043502,-423.4865991,381.2759354,452.878973,219.0621601,-341.5674846,29.55483414,721.2124897,155.8435789,447.0942194,-619.2131985,105.0602979,-627.2385631,-372.2989394,-171.0627173,746.6049255,-507.8230533,473.9371105,207.5851455,73.2249404,646.4756831,-284.3185573,-592.0253568,115.3433302,243.5484519,395.3587287,-439.0320693,-79.39843208,-50.65298047,618.4633343,-7.916956159,-664.0413232,30.68860448,229.4868235,142.9930456,-277.5676238,703.8523398,376.686813,254.0246283,-61.94449083,289.1529927,-642.3543601,-187.8928216,137.1084851,-649.9690509,298.7983339,-29.41885189,340.0355816,200.8633094,-216.1174708,363.851184,468.4621449,-374.1323895,508.2142073
0.214,603.7476282,-398.2841753,-509.786002,-561.3310735,-397.7778776,-124.2716471,437.3119917,655.9238053,-777.3734286,65.68649406,-260.0918266,138.984062,687.9094976,-181.0616259,90.15882785,-123.6580456,31.94759567,-660.451816,-279.3501679,-413.3394247,658.4493706,135.6749869,141.825905,96.59285734,-270.8427384,607.7973569,-139.1967549,57.20190482,196.9546527,-669.9291872,-528.7651709,185.996506,19.48843041,-671.3769567,-369.2655245,-543.8974091,-275.7455867,2.782815401,-401.3078304,-238.0537699,-22.40942649,693.0419663,518.0053176,-423.4868521,381.2765267,452.8797794,219.0621332,-341.566485,29.55573699,721.2120597,155.8435721,447.0952193,-619.2137947,105.0611008,-627.2395147,-372.2992468,-171.062672,746.6039265,-507.8239639,473.9366972,207.5841642,73.2247481,646.4763681,-284.3178288,-592.0243596,115.3434049,243.5487265,395.3577672,-439.0315638,-79.39756927,-50.65354733,618.4625105,-7.917908261,-664.0410174,30.68945986,229.4863055,142.9920745,-277.5678624,703.8514039,376.6871655,254.0256278,-61.94446171,289.1536713,-642.3550946,-187.8928836,137.1094831,-649.9682044,298.7978015,-29.41824166,340.0363738,200.8624322,-216.117951,363.8517871,468.4613472,-374.133386,508.2141241
0.215,603.768575,-398.262699,-509.7614619,-561.3138172,-397.7489405,-124.2795621,437.341481,655.9182936,-777.3641078,65.65797875,-260.065934,138.9689103,687.9039153,-181.0699227,90.16798009,-123.6620751,31.9471643,-660.4618067,-279.3454158,-413.3306259,658.4476871,135.6848442,141.8303584,96.5839037,-270.8332235,607.79428,-139.2041112,57.20867858,196.9585159,-669.9199635,-528.7712346,185.9885542,19.48680249,-671.3670901,-369.2603055,-543.888879,-275.7446185,2.782565153,-401.3076666,-238.0527834,-22.41042579,693.0419289,518.0062851,-423.4871051,381.2771181,452.8805858,219.0621063,-341.5654853,29.55663984,721.2116297,155.8435653,447.0962193,-619.2143908,105.0619036,-627.2404662,-372.2995542,-171.0626268,746.6029275,-507.8248744,473.9362838,207.5831829,73.2245558,646.477053,-284.3171002,-592.0233624,115.3434796,243.5490012,395.3568056,-439.0310583,-79.39670646,-50.65411419,618.4616867,-7.918860364,-664.0407116,30.69031523,229.4857875,142.9911033,-277.568101,703.8504681,376.6875179,254.0266274,-61.9444326,289.1543498,-642.3558292,-187.8929456,137.1104812,-649.9673579,298.7972691,-29.41763143,340.037166,200.861555,-216.1184311,363.8523901,468.4605495,-374.1343825,508.214041
0.216,603.7895217,-398.2412226,-509.7369218,-561.2965608,-397.7200034,-124.287477,437.3709704,655.912782,-777.3547871,65.62946344,-260.0400415,138.9537585,687.898333,-181.0782196,90.17713233,-123.6661045,31.94673294,-660.4717973,-279.3406638,-413.3218272,658.4460035,135.6947014,141.8348118,96.57495006,-270.8237086,607.7912032,-139.2114676,57.21545235,196.9623791,-669.9107399,-528.7772983,185.9806023,19.48517456,-671.3572235,-369.2550865,-543.8803489,-275.7436503,2.782314905,-401.3075028,-238.0517969,-22.41142509,693.0418914,518.0072526,-423.4873581,381.2777095,452.8813922,219.0620794,-341.5644857,29.55754268,721.2111998,155.8435585,447.0972193,-619.214987,105.0627065,-627.2414178,-372.2998615,-171.0625816,746.6019285,-507.825785,473.9358705,207.5822015,73.2243635,646.477738,-284.3163716,-592.0223651,115.3435544,243.5492759,395.3558441,-439.0305527,-79.39584365,-50.65468105,618.4608629,-7.919812466,-664.0404058,30.69117061,229.4852695,142.9901322,-277.5683396,703.8495322,376.6878703,254.027627,-61.94440349,289.1550284,-642.3565637,-187.8930075,137.1114793,-649.9665114,298.7967367,-29.41702121,340.0379583,200.8606778,-216.1189112,363.8529932,468.4597519,-374.1353791,508.2139578
0.217,603.8104685,-398.2197463,-509.7123817,-561.2793044,-397.6910664,-124.295392,437.4004597,655.9072703,-777.3454663,65.60094812,-260.0141489,138.9386068,687.8927508,-181.0865165,90.18628457,-123.670134,31.94630157,-660.481788,-279.3359117,-413.3130284,658.44432,135.7045587,141.8392651,96.56599643,-270.8141938,607.7881263,-139.218824,57.22222611,196.9662424,-669.9015163,-528.783362,185.9726505,19.48354664,-671.3473569,-369.2498675,-543.8718189,-275.7426821,2.782064658,-401.307339,-238.0508104,-22.41242438,693.041854,518.00822,-423.4876111,381.2783008,452.8821986,219.0620525,-341.5634861,29.55844553,721.2107698,155.8435517,447.0982193,-619.2155832,105.0635093,-627.2423694,-372.3001689,-171.0625364,746.6009296,-507.8266956,473.9354571,207.5812202,73.22417119,646.478423,-284.3156431,-592.0213679,115.3436291,243.5495505,395.3548825,-439.0300472,-79.39498084,-50.65524791,618.4600391,-7.920764569,-664.0401001,30.69202599,229.4847515,142.9891611,-277.5685782,703.8485964,376.6882227,254.0286266,-61.94437437,289.1557069,-642.3572983,-187.8930695,137.1124774,-649.9656649,298.7962044,-29.41641098,340.0387505,200.8598006,-216.1193913,363.8535963,468.4589542,-374.1363756,508.2138747
0.218,603.8314152,-398.1982699,-509.6878416,-561.262048,-397.6621293,-124.3033069,437.4299491,655.9017587,-777.3361455,65.57243281,-259.9882564,138.923455,687.8871685,-181.0948134,90.19543682,-123.6741634,31.9458702,-660.4917787,-279.3311596,-413.3042297,658.4426364,135.7144159,141.8437185,96.55704279,-270.8046789,607.7850494,-139.2261803,57.22899987,196.9701056,-669.8922926,-528.7894256,185.9646986,19.48191871,-671.3374903,-369.2446485,-543.8632888,-275.7417139,2.78181441,-401.3071752,-238.0498239,-22.41342368,693.0418166,518.0091875,-423.4878641,381.2788922,452.883005,219.0620256,-341.5624864,29.55934838,721.2103399,155.8435449,447.0992193,-619.2161794,105.0643122,-627.243321,-372.3004763,-171.0624911,746.5999306,-507.8276061,473.9350438,207.5802389,73.22397889,646.479108,-284.3149145,-592.0203707,115.3437038,243.5498252,395.353921,-439.0295417,-79.39411803,-50.65581477,618.4592153,-7.921716672,-664.0397943,30.69288136,229.4842334,142.98819,-277.5688168,703.8476606,376.6885752,254.0296261,-61.94434526,289.1563855,-642.3580329,-187.8931315,137.1134754,-649.9648184,298.795672,-29.41580075,340.0395427,200.8589234,-216.1198715,363.8541994,468.4581565,-374.1373722,508.2137915
